point_id,mean,min,max,std,status,lc2022,total_peaks,geo
00000000000000001761,0.6962,0.5584,0.808,0.0567,STABLE NON-CROP (Rangeland),4,13.0,"{""type"":""Point"",""coordinates"":[81.95963738815654,29.013653800866752]}"
00000000000000001762,0.6055,0.2402,0.8973,0.1244,DISCARDED (Crop or Disturbance),11,16.0,"{""type"":""Point"",""coordinates"":[84.83352801710241,28.183877522235225]}"
00000000000000001763,0.683,0.3964,0.8455,0.0985,STABLE NON-CROP (Rangeland),4,18.0,"{""type"":""Point"",""coordinates"":[80.73990380419907,29.43864626316962]}"
00000000000000001764,,,,,DISCARDED (Insufficient Samples),2,,"{""type"":""Point"",""coordinates"":[81.11557860885083,30.016171195207722]}"
00000000000000001765,,,,,DISCARDED (Insufficient Samples),4,,"{""type"":""Point"",""coordinates"":[83.90673507685106,27.63411049425483]}"
00000000000000001766,0.7964,0.3699,0.9492,0.0782,STABLE NON-CROP (Forest),4,12.0,"{""type"":""Point"",""coordinates"":[86.79302200672551,27.44869661335149]}"
00000000000000001767,0.7509,0.2443,0.8953,0.098,DISCARDED (Crop or Disturbance),4,8.0,"{""type"":""Point"",""coordinates"":[86.03493469573023,27.531970325524597]}"
00000000000000001768,0.4334,0.1878,0.7779,0.1391,DISCARDED (Crop or Disturbance),10,22.0,"{""type"":""Point"",""coordinates"":[87.74191425179774,27.735171560530123]}"
00000000000000001769,0.7433,0.5468,0.8623,0.0621,STABLE NON-CROP (Rangeland),4,14.0,"{""type"":""Point"",""coordinates"":[80.76550796244796,29.147591819209104]}"
0000000000000000176a,,,,,DISCARDED (Insufficient Samples),4,,"{""type"":""Point"",""coordinates"":[86.16698651432698,26.905667287062855]}"
0000000000000000176b,,,,,DISCARDED (Insufficient Samples),4,,"{""type"":""Point"",""coordinates"":[87.87477316768516,27.05011540658818]}"
0000000000000000176c,,,,,DISCARDED (Insufficient Samples),4,,"{""type"":""Point"",""coordinates"":[86.98166873589258,26.845299977001304]}"
0000000000000000176d,0.602,0.317,0.8441,0.127,STABLE NON-CROP (Rangeland),11,17.0,"{""type"":""Point"",""coordinates"":[86.45103125143147,27.496667622484463]}"
0000000000000000176e,0.1538,-0.0347,0.3907,0.0718,STABLE NON-CROP (Barren/Water),5,1.0,"{""type"":""Point"",""coordinates"":[86.05756909267753,27.391027059427277]}"
0000000000000000176f,0.6349,0.2849,0.8901,0.1284,STABLE NON-CROP (Forest),4,22.0,"{""type"":""Point"",""coordinates"":[85.77541055531863,27.50178667049382]}"
00000000000000001770,,,,,DISCARDED (Insufficient Samples),4,,"{""type"":""Point"",""coordinates"":[80.8665645696222,28.682980244046366]}"
00000000000000001771,,,,,DISCARDED (Insufficient Samples),2,,"{""type"":""Point"",""coordinates"":[81.41256365721243,30.2584475327446]}"
00000000000000001772,,,,,DISCARDED (Insufficient Samples),10,,"{""type"":""Point"",""coordinates"":[81.81249151249388,29.235177482100884]}"
00000000000000001773,0.6899,0.3468,0.8909,0.1389,STABLE NON-CROP (Rangeland),4,14.0,"{""type"":""Point"",""coordinates"":[82.77458715578537,27.853475970579098]}"
00000000000000001774,0.6551,0.193,0.9386,0.1673,DISCARDED (Crop or Disturbance),4,15.0,"{""type"":""Point"",""coordinates"":[82.05476785003076,28.17417451834293]}"
00000000000000001775,0.6653,0.2692,0.8825,0.1341,STABLE NON-CROP (Forest),11,17.0,"{""type"":""Point"",""coordinates"":[87.3263527882229,27.285654042433308]}"
00000000000000001776,0.7262,0.1848,0.8985,0.1166,DISCARDED (Crop or Disturbance),4,13.0,"{""type"":""Point"",""coordinates"":[83.82534756442357,28.173906972279713]}"
00000000000000001777,,,,,DISCARDED (Insufficient Samples),4,,"{""type"":""Point"",""coordinates"":[84.15009051684287,27.491548574475114]}"
00000000000000001778,,,,,DISCARDED (Insufficient Samples),4,,"{""type"":""Point"",""coordinates"":[87.86911456844834,27.01319404986565]}"
00000000000000001779,0.7097,0.3678,0.8773,0.1151,STABLE NON-CROP (Rangeland),4,20.0,"{""type"":""Point"",""coordinates"":[83.51569866907018,27.960735187318683]}"
0000000000000000177a,,,,,DISCARDED (Insufficient Samples),4,,"{""type"":""Point"",""coordinates"":[86.08667810435443,27.892015980984034]}"
0000000000000000177b,0.2645,0.0438,0.5745,0.102,DISCARDED (Crop or Disturbance),9,18.0,"{""type"":""Point"",""coordinates"":[83.84097671361589,28.800482015905718]}"
0000000000000000177c,0.627,0.3122,0.9105,0.1066,STABLE NON-CROP (Forest),4,15.0,"{""type"":""Point"",""coordinates"":[80.44777025778362,29.431101464187197]}"
0000000000000000177d,,,,,DISCARDED (Insufficient Samples),4,,"{""type"":""Point"",""coordinates"":[86.30604358067869,26.88410753346944]}"
0000000000000000177e,,,,,DISCARDED (Insufficient Samples),4,,"{""type"":""Point"",""coordinates"":[81.81922921418564,28.18091222003468]}"
0000000000000000177f,,,,,DISCARDED (Insufficient Samples),4,,"{""type"":""Point"",""coordinates"":[84.92246032851234,27.96370048951923]}"
00000000000000001780,,,,,DISCARDED (Insufficient Samples),4,,"{""type"":""Point"",""coordinates"":[84.73569979909087,27.576976032457022]}"
00000000000000001781,,,,,DISCARDED (Insufficient Samples),10,,"{""type"":""Point"",""coordinates"":[81.45649026168992,28.442322560191894]}"
00000000000000001782,0.3301,0.0379,0.628,0.1162,DISCARDED (Crop or Disturbance),9,19.0,"{""type"":""Point"",""coordinates"":[82.84195971360188,29.51059831776803]}"
00000000000000001783,0.7169,0.4289,0.888,0.1044,STABLE NON-CROP (Rangeland),4,17.0,"{""type"":""Point"",""coordinates"":[87.49316775863231,27.450043261869634]}"
00000000000000001784,0.3353,0.0417,0.7561,0.1682,DISCARDED (Crop or Disturbance),9,22.0,"{""type"":""Point"",""coordinates"":[82.93655508334967,28.968108542706858]}"
00000000000000001785,,,,,DISCARDED (Insufficient Samples),9,,"{""type"":""Point"",""coordinates"":[85.12081006157172,28.650375297143576]}"
00000000000000001786,0.1756,0.0189,0.402,0.0706,STABLE NON-CROP (Barren/Water),9,4.0,"{""type"":""Point"",""coordinates"":[84.14496700973245,29.202835622160244]}"
00000000000000001787,,,,,DISCARDED (Insufficient Samples),11,,"{""type"":""Point"",""coordinates"":[85.86838727138402,27.970438191210985]}"
00000000000000001788,,,,,DISCARDED (Insufficient Samples),4,,"{""type"":""Point"",""coordinates"":[86.8482702687777,27.270559985367385]}"
00000000000000001789,,,,,DISCARDED (Insufficient Samples),2,,"{""type"":""Point"",""coordinates"":[86.51490341492104,27.90521937920328]}"
0000000000000000178a,,,,,DISCARDED (Insufficient Samples),4,,"{""type"":""Point"",""coordinates"":[87.15333520824817,27.612278735497156]}"
0000000000000000178b,0.7675,0.3687,0.8923,0.0761,STABLE NON-CROP (Rangeland),4,13.0,"{""type"":""Point"",""coordinates"":[80.78329085744909,29.574202935194382]}"
0000000000000000178c,,,,,DISCARDED (Insufficient Samples),4,,"{""type"":""Point"",""coordinates"":[81.29209658315254,28.31646889205943]}"
0000000000000000178d,0.0725,0.0204,0.1271,0.0228,STABLE NON-CROP (Barren/Water),9,0.0,"{""type"":""Point"",""coordinates"":[82.74386394952712,29.536470022080124]}"
0000000000000000178e,0.6857,0.3488,0.9232,0.1163,STABLE NON-CROP (Forest),4,21.0,"{""type"":""Point"",""coordinates"":[82.32965359357148,29.01392134692996]}"
0000000000000000178f,0.7955,0.593,0.9066,0.0667,STABLE NON-CROP (Rangeland),4,15.0,"{""type"":""Point"",""coordinates"":[82.22400857141324,29.015540000612358]}"
00000000000000001790,0.123,-0.0217,0.2986,0.0642,STABLE NON-CROP (Barren/Water),9,0.0,"{""type"":""Point"",""coordinates"":[82.78617635942328,29.659902398340556]}"
00000000000000001791,0.7179,0.3058,0.9183,0.1132,STABLE NON-CROP (Forest),4,18.0,"{""type"":""Point"",""coordinates"":[82.10624371259173,28.265265034662715]}"
00000000000000001792,,,,,DISCARDED (Insufficient Samples),5,,"{""type"":""Point"",""coordinates"":[80.63964983521444,28.816922721489778]}"
00000000000000001793,,,,,DISCARDED (Insufficient Samples),9,,"{""type"":""Point"",""coordinates"":[82.57085082865342,29.499820670521853]}"
00000000000000001794,0.7006,0.2904,0.9166,0.1507,STABLE NON-CROP (Forest),4,15.0,"{""type"":""Point"",""coordinates"":[81.59474023075096,28.45957036306662]}"
00000000000000001795,,,,,DISCARDED (Insufficient Samples),4,,"{""type"":""Point"",""coordinates"":[81.23308038071018,28.391930259186893]}"
00000000000000001796,0.7374,0.3623,0.9355,0.1263,STABLE NON-CROP (Forest),4,15.0,"{""type"":""Point"",""coordinates"":[82.18547302010938,28.55443327887763]}"
00000000000000001797,0.5766,0.2737,0.8858,0.1371,STABLE NON-CROP (Forest),11,23.0,"{""type"":""Point"",""coordinates"":[83.12277606154369,28.628003987158436]}"
00000000000000001798,,,,,DISCARDED (Insufficient Samples),4,,"{""type"":""Point"",""coordinates"":[80.48900356522483,28.764639761638126]}"
00000000000000001799,0.6505,0.2239,0.9148,0.1801,DISCARDED (Crop or Disturbance),4,13.0,"{""type"":""Point"",""coordinates"":[81.7642529572977,28.349078298063286]}"
0000000000000000179a,0.6573,0.3317,0.8715,0.1263,STABLE NON-CROP (Rangeland),4,15.0,"{""type"":""Point"",""coordinates"":[81.4804757662564,28.92525658158325]}"
0000000000000000179b,0.7117,0.4097,0.9151,0.0953,STABLE NON-CROP (Rangeland),4,16.0,"{""type"":""Point"",""coordinates"":[80.60434713217431,29.77362731160764]}"
0000000000000000179c,0.7344,0.3377,0.9425,0.1116,STABLE NON-CROP (Forest),4,15.0,"{""type"":""Point"",""coordinates"":[80.75499786126498,29.7838698667274]}"
0000000000000000179d,,,,,DISCARDED (Insufficient Samples),2,,"{""type"":""Point"",""coordinates"":[88.02030038966542,27.723582356892223]}"
0000000000000000179e,,,,,DISCARDED (Insufficient Samples),10,,"{""type"":""Point"",""coordinates"":[80.72346309861501,28.805061512687605]}"
0000000000000000179f,0.7464,0.4266,0.8848,0.0852,STABLE NON-CROP (Rangeland),4,19.0,"{""type"":""Point"",""coordinates"":[86.06996985270715,27.824371418003256]}"
000000000000000017a0,0.7353,0.485,0.8751,0.0898,STABLE NON-CROP (Rangeland),4,12.0,"{""type"":""Point"",""coordinates"":[84.91518307559312,27.624947041590005]}"
000000000000000017a1,,,,,DISCARDED (Insufficient Samples),10,,"{""type"":""Point"",""coordinates"":[82.23829553118848,29.42894325927733]}"
000000000000000017a2,,,,,DISCARDED (Insufficient Samples),2,,"{""type"":""Point"",""coordinates"":[83.49387136941355,28.842254874574405]}"
000000000000000017a3,,,,,DISCARDED (Insufficient Samples),4,,"{""type"":""Point"",""coordinates"":[88.01059738577314,26.67362904554469]}"
000000000000000017a4,,,,,DISCARDED (Insufficient Samples),4,,"{""type"":""Point"",""coordinates"":[83.39631069746521,27.712265158418578]}"
000000000000000017a5,,,,,DISCARDED (Insufficient Samples),4,,"{""type"":""Point"",""coordinates"":[85.83443121686203,27.350600849276738]}"
000000000000000017a6,0.7842,0.5389,0.8936,0.0636,STABLE NON-CROP (Rangeland),4,11.0,"{""type"":""Point"",""coordinates"":[85.57652127103178,27.931630634742845]}"
000000000000000017a7,,,,,DISCARDED (Insufficient Samples),9,,"{""type"":""Point"",""coordinates"":[83.82454046713289,28.476011068650674]}"
000000000000000017a8,0.7498,0.2898,0.9474,0.1433,STABLE NON-CROP (Forest),4,14.0,"{""type"":""Point"",""coordinates"":[84.40934265209022,28.30461214235832]}"
000000000000000017a9,,,,,DISCARDED (Insufficient Samples),9,,"{""type"":""Point"",""coordinates"":[83.46988586484707,28.753050558000215]}"
000000000000000017aa,,,,,DISCARDED (Insufficient Samples),4,,"{""type"":""Point"",""coordinates"":[81.3513892498602,29.25808388421244]}"
000000000000000017ab,0.6976,0.4498,0.9075,0.1136,STABLE NON-CROP (Rangeland),4,21.0,"{""type"":""Point"",""coordinates"":[83.29714029003658,28.111113911245095]}"
000000000000000017ac,,,,,DISCARDED (Insufficient Samples),9,,"{""type"":""Point"",""coordinates"":[81.71062334892792,29.77335530644338]}"
000000000000000017ad,,,,,DISCARDED (Insufficient Samples),11,,"{""type"":""Point"",""coordinates"":[85.27118432639708,27.224207629916815]}"
000000000000000017ae,0.7204,0.4193,0.912,0.1214,STABLE NON-CROP (Rangeland),4,22.0,"{""type"":""Point"",""coordinates"":[86.24352252480831,27.612550740661415]}"
000000000000000017af,,,,,DISCARDED (Insufficient Samples),4,,"{""type"":""Point"",""coordinates"":[82.1833148151995,27.901179433648863]}"
000000000000000017b0,0.0083,-0.0663,0.053,0.0198,STABLE NON-CROP (Barren/Water),9,0.0,"{""type"":""Point"",""coordinates"":[83.30980413702837,29.282336934842135]}"
000000000000000017b1,0.7303,0.2717,0.9021,0.0982,STABLE NON-CROP (Forest),4,13.0,"{""type"":""Point"",""coordinates"":[82.36900070126708,28.578958334671587]}"
000000000000000017b2,0.7341,0.3258,0.9161,0.0837,STABLE NON-CROP (Forest),4,18.0,"{""type"":""Point"",""coordinates"":[80.58655977807211,29.558569326901008]}"
000000000000000017b3,0.7195,0.4068,0.8997,0.0869,STABLE NON-CROP (Rangeland),11,17.0,"{""type"":""Point"",""coordinates"":[85.94438373063791,27.60015443973284]}"
000000000000000017b4,-0.001,-0.0305,0.0138,0.0066,STABLE NON-CROP (Barren/Water),9,0.0,"{""type"":""Point"",""coordinates"":[83.90646753078785,29.056501302889316]}"
000000000000000017b5,0.7662,0.6066,0.9041,0.0693,STABLE NON-CROP (Rangeland),4,11.0,"{""type"":""Point"",""coordinates"":[82.98641229222825,28.480051014205102]}"
000000000000000017b6,,,,,DISCARDED (Insufficient Samples),10,,"{""type"":""Point"",""coordinates"":[82.26524187885445,29.428136161986654]}"
000000000000000017b7,,,,,DISCARDED (Insufficient Samples),9,,"{""type"":""Point"",""coordinates"":[81.55485357182789,30.309383844078113]}"
000000000000000017b8,0.6147,0.1991,0.9245,0.1526,DISCARDED (Crop or Disturbance),4,12.0,"{""type"":""Point"",""coordinates"":[84.13014495783081,28.06395445850385]}"
000000000000000017b9,0.1073,0.0281,0.2524,0.0391,STABLE NON-CROP (Barren/Water),9,0.0,"{""type"":""Point"",""coordinates"":[83.97464718589504,29.257276786921768]}"
000000000000000017ba,0.6015,0.2367,0.8522,0.1239,DISCARDED (Crop or Disturbance),4,15.0,"{""type"":""Point"",""coordinates"":[83.05863635199093,28.06260780998571]}"
000000000000000017bb,0.686,0.4308,0.8666,0.1072,STABLE NON-CROP (Rangeland),11,22.0,"{""type"":""Point"",""coordinates"":[80.97813573708046,29.113635764687118]}"
000000000000000017bc,,,,,DISCARDED (Insufficient Samples),2,,"{""type"":""Point"",""coordinates"":[84.30370208903302,28.697267203821614]}"
000000000000000017bd,0.7187,0.3646,0.9247,0.1346,STABLE NON-CROP (Forest),4,18.0,"{""type"":""Point"",""coordinates"":[87.2791888763806,27.3753934511339]}"
000000000000000017be,0.7213,0.4865,0.9262,0.0983,STABLE NON-CROP (Rangeland),4,21.0,"{""type"":""Point"",""coordinates"":[81.3298294962668,29.736705954885107]}"
000000000000000017bf,,,,,DISCARDED (Insufficient Samples),4,,"{""type"":""Point"",""coordinates"":[83.95416653475657,27.887164479037885]}"
000000000000000017c0,0.5695,0.2667,0.8495,0.1379,STABLE NON-CROP (Forest),4,22.0,"{""type"":""Point"",""coordinates"":[85.83766406512578,27.417166309802578]}"
000000000000000017c1,,,,,DISCARDED (Insufficient Samples),4,,"{""type"":""Point"",""coordinates"":[87.58452582101532,27.610664540915813]}"
000000000000000017c2,,,,,DISCARDED (Insufficient Samples),10,,"{""type"":""Point"",""coordinates"":[82.06339175146812,29.482033316419653]}"
000000000000000017c3,,,,,DISCARDED (Insufficient Samples),4,,"{""type"":""Point"",""coordinates"":[80.56419292718803,28.983198140671718]}"
000000000000000017c4,,,,,DISCARDED (Insufficient Samples),9,,"{""type"":""Point"",""coordinates"":[87.85240631680108,27.657016896366375]}"
000000000000000017c5,0.6803,-0.0457,0.9557,0.1407,DISCARDED (Crop or Disturbance),4,13.0,"{""type"":""Point"",""coordinates"":[84.18162082039179,28.06530110702199]}"
000000000000000017c6,0.6244,0.2978,0.9721,0.156,STABLE NON-CROP (Forest),10,17.0,"{""type"":""Point"",""coordinates"":[82.29704418756764,28.71936204954143]}"
000000000000000017c7,,,,,DISCARDED (Insufficient Samples),4,,"{""type"":""Point"",""coordinates"":[83.24485733018493,27.691512502115838]}"
000000000000000017c8,,,,,DISCARDED (Insufficient Samples),4,,"{""type"":""Point"",""coordinates"":[80.85174251772054,28.884562825369496]}"
000000000000000017c9,0.7054,0.4436,0.8815,0.1012,STABLE NON-CROP (Rangeland),11,19.0,"{""type"":""Point"",""coordinates"":[82.76380950853918,28.161778217414344]}"
000000000000000017ca,,,,,DISCARDED (Insufficient Samples),4,,"{""type"":""Point"",""coordinates"":[84.95021823257004,27.28242119416955]}"
000000000000000017cb,0.6293,0.2007,0.9079,0.1737,DISCARDED (Crop or Disturbance),4,18.0,"{""type"":""Point"",""coordinates"":[81.6728948949147,28.40675231108856]}"
000000000000000017cc,,,,,DISCARDED (Insufficient Samples),4,,"{""type"":""Point"",""coordinates"":[85.38383459631028,27.432795458994907]}"
000000000000000017cd,,,,,DISCARDED (Insufficient Samples),4,,"{""type"":""Point"",""coordinates"":[85.81610431153237,27.846742727988392]}"
000000000000000017ce,0.599,0.3429,0.8579,0.1189,STABLE NON-CROP (Rangeland),4,23.0,"{""type"":""Point"",""coordinates"":[85.75061795346147,28.050479055120338]}"
000000000000000017cf,0.6653,0.2496,0.9043,0.1602,DISCARDED (Crop or Disturbance),4,15.0,"{""type"":""Point"",""coordinates"":[81.60875518536194,28.52371007261939]}"
000000000000000017d0,,,,,DISCARDED (Insufficient Samples),2,,"{""type"":""Point"",""coordinates"":[82.38651605020502,29.87360927542801]}"
000000000000000017d1,,,,,DISCARDED (Insufficient Samples),10,,"{""type"":""Point"",""coordinates"":[83.61810638386362,28.747119953599135]}"
000000000000000017d2,0.7201,0.4088,0.9181,0.1246,STABLE NON-CROP (Rangeland),4,17.0,"{""type"":""Point"",""coordinates"":[86.64776233080846,27.38482890896299]}"
000000000000000017d3,0.7315,0.3807,0.9059,0.1261,STABLE NON-CROP (Rangeland),4,12.0,"{""type"":""Point"",""coordinates"":[81.74431185738669,28.3886929518221]}"
000000000000000017d4,,,,,DISCARDED (Insufficient Samples),4,,"{""type"":""Point"",""coordinates"":[87.81871780834229,27.606352590197133]}"
000000000000000017d5,0.8139,0.6914,0.9065,0.0475,STABLE NON-CROP (Rangeland),4,7.0,"{""type"":""Point"",""coordinates"":[82.61693563804079,28.522630970164453]}"
000000000000000017d6,,,,,DISCARDED (Insufficient Samples),2,,"{""type"":""Point"",""coordinates"":[84.04013354396595,28.79455141150464]}"
000000000000000017d7,,,,,DISCARDED (Insufficient Samples),4,,"{""type"":""Point"",""coordinates"":[85.57059512573174,27.958581441509867]}"
000000000000000017d8,,,,,DISCARDED (Insufficient Samples),10,,"{""type"":""Point"",""coordinates"":[85.47168780526528,27.09673530810196]}"
000000000000000017d9,0.7261,0.4263,0.9113,0.097,STABLE NON-CROP (Rangeland),4,20.0,"{""type"":""Point"",""coordinates"":[83.31465563897451,28.586503133654013]}"
000000000000000017da,0.6763,0.3837,0.8875,0.1197,STABLE NON-CROP (Rangeland),4,20.0,"{""type"":""Point"",""coordinates"":[82.19355737031925,29.254039479556965]}"
000000000000000017db,,,,,DISCARDED (Insufficient Samples),4,,"{""type"":""Point"",""coordinates"":[85.31322919023002,27.39345281040035]}"
000000000000000017dc,0.6974,0.3656,0.8622,0.1136,STABLE NON-CROP (Rangeland),4,14.0,"{""type"":""Point"",""coordinates"":[84.51714142005727,27.820871023676304]}"
000000000000000017dd,0.7525,0.5896,0.8619,0.0615,STABLE NON-CROP (Rangeland),4,19.0,"{""type"":""Point"",""coordinates"":[81.24143227698329,29.411427910339395]}"
000000000000000017de,0.743,0.2937,0.9436,0.1123,STABLE NON-CROP (Forest),4,16.0,"{""type"":""Point"",""coordinates"":[87.65351703251423,26.952019642513424]}"
000000000000000017df,,,,,DISCARDED (Insufficient Samples),4,,"{""type"":""Point"",""coordinates"":[86.79868060596233,27.59368428410429]}"
000000000000000017e0,,,,,DISCARDED (Insufficient Samples),10,,"{""type"":""Point"",""coordinates"":[81.21313482169812,29.719190605947173]}"
000000000000000017e1,,,,,DISCARDED (Insufficient Samples),4,,"{""type"":""Point"",""coordinates"":[87.10806195525251,27.032328052485987]}"
000000000000000017e2,,,,,DISCARDED (Insufficient Samples),4,,"{""type"":""Point"",""coordinates"":[81.27889318493328,28.40917806206163]}"
000000000000000017e3,,,,,DISCARDED (Insufficient Samples),4,,"{""type"":""Point"",""coordinates"":[87.1501023599844,27.64542769272847]}"
000000000000000017e4,,,,,DISCARDED (Insufficient Samples),9,,"{""type"":""Point"",""coordinates"":[83.14056341564589,29.30686199063609]}"
000000000000000017e5,0.7291,0.5193,0.8538,0.0677,STABLE NON-CROP (Rangeland),11,13.0,"{""type"":""Point"",""coordinates"":[81.07084490708266,29.6318724891186]}"
000000000000000017e6,0.797,0.5705,0.9028,0.0666,STABLE NON-CROP (Rangeland),4,9.0,"{""type"":""Point"",""coordinates"":[80.76361730360131,29.839113669678547]}"
000000000000000017e7,,,,,DISCARDED (Insufficient Samples),4,,"{""type"":""Point"",""coordinates"":[81.27889318493328,28.82743282267275]}"
000000000000000017e8,,,,,DISCARDED (Insufficient Samples),4,,"{""type"":""Point"",""coordinates"":[84.13364981125882,28.418069509562205]}"
000000000000000017e9,0.7075,0.2615,0.8878,0.112,STABLE NON-CROP (Forest),11,12.0,"{""type"":""Point"",""coordinates"":[83.8051344593483,28.27874043804623]}"
000000000000000017ea,,,,,DISCARDED (Insufficient Samples),4,,"{""type"":""Point"",""coordinates"":[83.74638580296914,28.4245352060897]}"
000000000000000017eb,,,,,DISCARDED (Insufficient Samples),2,,"{""type"":""Point"",""coordinates"":[80.92369903142,30.200238427592918]}"
000000000000000017ec,0.5578,0.056,0.889,0.1955,DISCARDED (Crop or Disturbance),4,23.0,"{""type"":""Point"",""coordinates"":[81.81437771223949,29.801385215665345]}"
000000000000000017ed,,,,,DISCARDED (Insufficient Samples),4,,"{""type"":""Point"",""coordinates"":[84.31798458970721,27.424171557557543]}"
000000000000000017ee,0.6825,0.3376,0.8543,0.1189,STABLE NON-CROP (Rangeland),4,14.0,"{""type"":""Point"",""coordinates"":[80.92100573438371,29.283955588524538]}"
000000000000000017ef,0.6783,0.3186,0.9334,0.1303,STABLE NON-CROP (Forest),4,20.0,"{""type"":""Point"",""coordinates"":[84.58693972884686,27.825718066521397]}"
000000000000000017f0,0.7043,0.3506,0.9123,0.1384,STABLE NON-CROP (Forest),4,16.0,"{""type"":""Point"",""coordinates"":[87.21397452347396,27.348175098303663]}"
000000000000000017f1,0.594,0.3071,0.859,0.1431,STABLE NON-CROP (Forest),4,23.0,"{""type"":""Point"",""coordinates"":[81.26757598645963,29.30039629410859]}"
000000000000000017f2,0.6104,0.3165,0.8553,0.1219,STABLE NON-CROP (Rangeland),4,20.0,"{""type"":""Point"",""coordinates"":[81.70199944749055,28.930108083529383]}"
000000000000000017f3,0.178,0.076,0.4049,0.0773,STABLE NON-CROP (Barren/Water),9,8.0,"{""type"":""Point"",""coordinates"":[83.51812442004325,29.064857658263474]}"
000000000000000017f4,,,,,DISCARDED (Insufficient Samples),2,,"{""type"":""Point"",""coordinates"":[88.06261279956156,27.66590834386695]}"
000000000000000017f5,,,,,DISCARDED (Insufficient Samples),4,,"{""type"":""Point"",""coordinates"":[83.99405319367963,27.914382831868114]}"
000000000000000017f6,,,,,DISCARDED (Insufficient Samples),4,,"{""type"":""Point"",""coordinates"":[81.89630477589445,28.456877066030337]}"
000000000000000017f7,0.2818,0.121,0.5489,0.0935,DISCARDED (Crop or Disturbance),9,19.0,"{""type"":""Point"",""coordinates"":[86.6032961751035,27.947264243036223]}"
000000000000000017f8,,,,,DISCARDED (Insufficient Samples),9,,"{""type"":""Point"",""coordinates"":[82.30674719145993,29.774973960125777]}"
000000000000000017f9,0.6972,0.4891,0.8494,0.0821,STABLE NON-CROP (Rangeland),4,20.0,"{""type"":""Point"",""coordinates"":[80.90294637511727,29.153789969673397]}"
000000000000000017fa,0.6605,0.2341,0.9191,0.1636,DISCARDED (Crop or Disturbance),4,18.0,"{""type"":""Point"",""coordinates"":[86.61946933462434,26.763100908182082]}"
000000000000000017fb,,,,,DISCARDED (Insufficient Samples),4,,"{""type"":""Point"",""coordinates"":[85.36685433949877,27.48292467303775]}"
000000000000000017fc,,,,,DISCARDED (Insufficient Samples),4,,"{""type"":""Point"",""coordinates"":[86.68630234121339,27.711993153254316]}"
000000000000000017fd,,,,,DISCARDED (Insufficient Samples),9,,"{""type"":""Point"",""coordinates"":[86.616771578487,27.700675954780664]}"
000000000000000017fe,0.6539,0.288,0.9297,0.156,STABLE NON-CROP (Forest),11,19.0,"{""type"":""Point"",""coordinates"":[82.70802169525953,28.210828329002254]}"
000000000000000017ff,,,,,DISCARDED (Insufficient Samples),2,,"{""type"":""Point"",""coordinates"":[86.51032391813915,27.94025453618021]}"
00000000000000001800,0.0324,0.0132,0.0472,0.0061,STABLE NON-CROP (Barren/Water),9,0.0,"{""type"":""Point"",""coordinates"":[84.14712521464233,29.131958210915723]}"
00000000000000001801,0.7367,0.4608,0.914,0.1104,STABLE NON-CROP (Rangeland),4,18.0,"{""type"":""Point"",""coordinates"":[83.86118981869116,27.818173267538967]}"
00000000000000001802,0.6623,0.3624,0.8864,0.1259,STABLE NON-CROP (Rangeland),4,19.0,"{""type"":""Point"",""coordinates"":[85.65063598964112,27.916541036777986]}"
00000000000000001803,,,,,DISCARDED (Insufficient Samples),4,,"{""type"":""Point"",""coordinates"":[87.49505395837792,27.23445018503659]}"
00000000000000001804,,,,,DISCARDED (Insufficient Samples),2,,"{""type"":""Point"",""coordinates"":[81.70496474969109,29.921847830624184]}"
00000000000000001805,0.6789,0.3572,0.8773,0.1157,STABLE NON-CROP (Rangeland),4,20.0,"{""type"":""Point"",""coordinates"":[80.84015777318369,29.394987204755335]}"
00000000000000001806,0.6383,0.2372,0.9243,0.1553,DISCARDED (Crop or Disturbance),4,21.0,"{""type"":""Point"",""coordinates"":[80.3052083380039,29.258623435439908]}"
00000000000000001807,,,,,DISCARDED (Insufficient Samples),11,,"{""type"":""Point"",""coordinates"":[87.60662512583619,26.859850023738698]}"
00000000000000001808,0.6564,0.3611,0.8457,0.1199,STABLE NON-CROP (Rangeland),4,18.0,"{""type"":""Point"",""coordinates"":[81.20612957394316,29.176696371784942]}"
00000000000000001809,,,,,DISCARDED (Insufficient Samples),4,,"{""type"":""Point"",""coordinates"":[80.71187835407815,28.83281941674531]}"
0000000000000000180a,0.7027,0.3683,0.9487,0.1513,STABLE NON-CROP (Forest),4,20.0,"{""type"":""Point"",""coordinates"":[83.37205764683553,28.534220173802364]}"
0000000000000000180b,,,,,DISCARDED (Insufficient Samples),9,,"{""type"":""Point"",""coordinates"":[82.99287798875575,29.151631764763533]}"
0000000000000000180c,,,,,DISCARDED (Insufficient Samples),4,,"{""type"":""Point"",""coordinates"":[83.75904964996093,27.626026144044932]}"
0000000000000000180d,,,,,DISCARDED (Insufficient Samples),4,,"{""type"":""Point"",""coordinates"":[85.26795147813333,28.06260780998571]}"
0000000000000000180e,0.7289,0.4279,0.8904,0.0976,STABLE NON-CROP (Rangeland),4,15.0,"{""type"":""Point"",""coordinates"":[82.48003231749789,28.757094962655696]}"
0000000000000000180f,0.6853,0.3909,0.9058,0.1243,STABLE NON-CROP (Rangeland),4,14.0,"{""type"":""Point"",""coordinates"":[80.20226107198299,29.015540000612358]}"
