point_id,mean,min,max,std,status,lc2022,total_peaks,geo
000000000000000000ac,,,,,DISCARDED (Insufficient Samples),10,,"{""type"":""Point"",""coordinates"":[88.00008728459015,27.36272960414211]}"
000000000000000000ad,,,,,DISCARDED (Insufficient Samples),9,,"{""type"":""Point"",""coordinates"":[87.96424503032254,27.52954457455152]}"
000000000000000000ae,0.6518,0.213,0.8946,0.1542,DISCARDED (Crop or Disturbance),4,14.0,"{""type"":""Point"",""coordinates"":[82.89154937641725,27.708760304990566]}"
000000000000000000af,0.7126,0.3898,0.9037,0.121,STABLE NON-CROP (Rangeland),4,18.0,"{""type"":""Point"",""coordinates"":[81.22634267901842,28.89695912629808]}"
000000000000000000b0,,,,,DISCARDED (Insufficient Samples),9,,"{""type"":""Point"",""coordinates"":[82.7872554618782,29.20014232512397]}"
000000000000000000b1,,,,,DISCARDED (Insufficient Samples),2,,"{""type"":""Point"",""coordinates"":[81.37159789583443,29.822405418031277]}"
000000000000000000b2,0.3541,0.1426,0.678,0.131,DISCARDED (Crop or Disturbance),10,21.0,"{""type"":""Point"",""coordinates"":[82.42801690370945,29.611931389207584]}"
000000000000000000b3,,,,,DISCARDED (Insufficient Samples),4,,"{""type"":""Point"",""coordinates"":[80.64342669380672,28.94115773593983]}"
000000000000000000b4,0.6297,0.3514,0.8551,0.1178,STABLE NON-CROP (Rangeland),4,21.0,"{""type"":""Point"",""coordinates"":[85.286278383463,28.022449145898374]}"
000000000000000000b5,,,,,DISCARDED (Insufficient Samples),4,,"{""type"":""Point"",""coordinates"":[83.97545428318571,27.61335783795209]}"
000000000000000000b6,,,,,DISCARDED (Insufficient Samples),2,,"{""type"":""Point"",""coordinates"":[81.78769891063672,30.11426695928248]}"
000000000000000000b7,0.1882,0.0653,0.4387,0.0588,STABLE NON-CROP (Barren/Water),9,3.0,"{""type"":""Point"",""coordinates"":[84.00025134414393,28.899117331207943]}"
000000000000000000b8,0.6643,0.2139,0.934,0.1497,DISCARDED (Crop or Disturbance),4,17.0,"{""type"":""Point"",""coordinates"":[87.3131449309026,27.061972156289293]}"
000000000000000000b9,0.6209,0.2757,0.8821,0.1438,STABLE NON-CROP (Forest),4,18.0,"{""type"":""Point"",""coordinates"":[83.86280847237356,28.014097249625266]}"
000000000000000000ba,0.5339,0.293,0.85,0.1285,STABLE NON-CROP (Forest),10,20.0,"{""type"":""Point"",""coordinates"":[82.22859252729619,29.0543475570805]}"
000000000000000000bb,0.5967,0.3094,0.8179,0.1045,STABLE NON-CROP (Rangeland),4,17.0,"{""type"":""Point"",""coordinates"":[80.47822591797865,29.395794302046014]}"
000000000000000000bc,0.6146,0.2372,0.813,0.1087,DISCARDED (Crop or Disturbance),4,19.0,"{""type"":""Point"",""coordinates"":[82.26578143008193,28.558205678368846]}"
000000000000000000bd,,,,,DISCARDED (Insufficient Samples),2,,"{""type"":""Point"",""coordinates"":[83.19742587227942,28.745505759017785]}"
000000000000000000be,0.6725,0.2213,0.8882,0.1162,DISCARDED (Crop or Disturbance),4,19.0,"{""type"":""Point"",""coordinates"":[86.15970926140776,27.506370626376764]}"
000000000000000000bf,,,,,DISCARDED (Insufficient Samples),4,,"{""type"":""Point"",""coordinates"":[80.70621529574028,28.69133659942052]}"
000000000000000000c0,,,,,DISCARDED (Insufficient Samples),9,,"{""type"":""Point"",""coordinates"":[80.91669378366504,30.23176873114183]}"
000000000000000000c1,0.7611,0.3448,0.8853,0.0798,STABLE NON-CROP (Rangeland),4,14.0,"{""type"":""Point"",""coordinates"":[87.43495865348063,27.68827965385209]}"
000000000000000000c2,0.2175,0.0833,0.6076,0.1213,DISCARDED (Crop or Disturbance),10,9.0,"{""type"":""Point"",""coordinates"":[85.95031433503898,27.020471302784873]}"
000000000000000000c3,0.6308,0.1212,0.9537,0.1621,DISCARDED (Crop or Disturbance),4,18.0,"{""type"":""Point"",""coordinates"":[84.64946078471722,27.893362629502175]}"
000000000000000000c4,,,,,DISCARDED (Insufficient Samples),5,,"{""type"":""Point"",""coordinates"":[81.40043490234706,28.696995198657348]}"
000000000000000000c5,,,,,DISCARDED (Insufficient Samples),4,,"{""type"":""Point"",""coordinates"":[87.93271472677364,27.222860981398675]}"
000000000000000000c6,0.5583,0.1194,0.767,0.0921,DISCARDED (Crop or Disturbance),10,17.0,"{""type"":""Point"",""coordinates"":[80.19660247274616,28.812338765606828]}"
000000000000000000c7,0.6778,0.3093,0.9317,0.166,STABLE NON-CROP (Forest),4,19.0,"{""type"":""Point"",""coordinates"":[87.02532779430688,27.088922963056323]}"
000000000000000000c8,0.6322,0.2844,0.8257,0.0821,STABLE NON-CROP (Rangeland),11,16.0,"{""type"":""Point"",""coordinates"":[80.94876363844143,29.56961897931144]}"
000000000000000000c9,0.4271,0.2232,0.8069,0.1291,DISCARDED (Crop or Disturbance),10,15.0,"{""type"":""Point"",""coordinates"":[85.93090832725439,27.139047717998114]}"
000000000000000000ca,0.6761,0.1509,0.9403,0.1679,DISCARDED (Crop or Disturbance),4,20.0,"{""type"":""Point"",""coordinates"":[82.32668829137094,28.949242086149738]}"
000000000000000000cb,0.491,0.1727,0.8351,0.1764,DISCARDED (Crop or Disturbance),4,23.0,"{""type"":""Point"",""coordinates"":[82.15798266211488,29.443765311178986]}"
000000000000000000cc,0.7331,0.298,0.9085,0.1165,STABLE NON-CROP (Forest),4,16.0,"{""type"":""Point"",""coordinates"":[87.93568002897418,27.179741474211852]}"
000000000000000000cd,,,,,DISCARDED (Insufficient Samples),4,,"{""type"":""Point"",""coordinates"":[88.07500910049015,27.00726344546457]}"
000000000000000000ce,,,,,DISCARDED (Insufficient Samples),4,,"{""type"":""Point"",""coordinates"":[87.25655447943332,27.636803791291108]}"
000000000000000000cf,,,,,DISCARDED (Insufficient Samples),4,,"{""type"":""Point"",""coordinates"":[83.4364649024515,27.811168019784006]}"
000000000000000000d0,0.6409,0.3046,0.9164,0.1486,STABLE NON-CROP (Forest),4,20.0,"{""type"":""Point"",""coordinates"":[83.62726983652844,28.11084636518189]}"
000000000000000000d1,,,,,DISCARDED (Insufficient Samples),4,,"{""type"":""Point"",""coordinates"":[81.34465154816844,28.537457481167166]}"
000000000000000000d2,0.7197,0.3897,0.8809,0.1044,STABLE NON-CROP (Rangeland),11,14.0,"{""type"":""Point"",""coordinates"":[87.33659088424162,27.720617054691672]}"
000000000000000000d3,,,,,DISCARDED (Insufficient Samples),10,,"{""type"":""Point"",""coordinates"":[81.57533868206741,29.981136038230794]}"
000000000000000000d4,0.7786,0.5574,0.9363,0.0728,STABLE NON-CROP (Rangeland),4,14.0,"{""type"":""Point"",""coordinates"":[81.15034621976454,29.63133293789113]}"
000000000000000000d5,,,,,DISCARDED (Insufficient Samples),4,,"{""type"":""Point"",""coordinates"":[83.52782742393555,27.70444835427188]}"
000000000000000000d6,,,,,DISCARDED (Insufficient Samples),9,,"{""type"":""Point"",""coordinates"":[83.06240875148214,28.938731984966758]}"
000000000000000000d7,0.6501,0.31,0.888,0.1209,STABLE NON-CROP (Forest),4,22.0,"{""type"":""Point"",""coordinates"":[85.16608331456736,28.000082295014295]}"
000000000000000000d8,0.532,0.209,0.84,0.147,DISCARDED (Crop or Disturbance),4,22.0,"{""type"":""Point"",""coordinates"":[81.25059572964811,29.280450735096526]}"
000000000000000000d9,0.6243,0.3012,0.8645,0.1398,STABLE NON-CROP (Forest),4,20.0,"{""type"":""Point"",""coordinates"":[81.238738979947,28.99532689553709]}"
000000000000000000da,,,,,DISCARDED (Insufficient Samples),4,,"{""type"":""Point"",""coordinates"":[85.51453976638888,27.30128319162563]}"
000000000000000000db,,,,,DISCARDED (Insufficient Samples),9,,"{""type"":""Point"",""coordinates"":[81.71358865112845,30.32204769106989]}"
000000000000000000dc,0.6905,0.2792,0.9681,0.1521,STABLE NON-CROP (Forest),4,14.0,"{""type"":""Point"",""coordinates"":[87.5268562670911,26.766338215546885]}"
000000000000000000dd,0.6388,0.2515,0.8507,0.1174,STABLE NON-CROP (Forest),4,21.0,"{""type"":""Point"",""coordinates"":[82.31455953650557,29.571777184221304]}"
000000000000000000de,0.6195,0.2431,0.8857,0.1347,DISCARDED (Crop or Disturbance),4,21.0,"{""type"":""Point"",""coordinates"":[85.19842071540694,28.02918684759013]}"
000000000000000000df,,,,,DISCARDED (Insufficient Samples),4,,"{""type"":""Point"",""coordinates"":[82.3153710928973,27.79472731419995]}"
000000000000000000e0,0.5848,0.1901,0.9475,0.1851,DISCARDED (Crop or Disturbance),4,21.0,"{""type"":""Point"",""coordinates"":[86.0551478008055,26.97357939610684]}"
000000000000000000e1,,,,,DISCARDED (Insufficient Samples),2,,"{""type"":""Point"",""coordinates"":[84.0681634531879,28.50457606999905]}"
000000000000000000e2,,,,,DISCARDED (Insufficient Samples),10,,"{""type"":""Point"",""coordinates"":[86.13626330806873,26.908900135326604]}"
000000000000000000e3,0.4375,0.1208,0.8941,0.1982,DISCARDED (Crop or Disturbance),10,22.0,"{""type"":""Point"",""coordinates"":[82.45011620853032,29.702482354299914]}"
000000000000000000e4,,,,,DISCARDED (Insufficient Samples),4,,"{""type"":""Point"",""coordinates"":[84.9949519343382,27.350061298049273]}"
000000000000000000e5,,,,,DISCARDED (Insufficient Samples),11,,"{""type"":""Point"",""coordinates"":[88.01436978526434,27.085690114792573]}"
000000000000000000e6,0.6472,0.3259,0.8669,0.123,STABLE NON-CROP (Rangeland),4,15.0,"{""type"":""Point"",""coordinates"":[81.93322613261698,28.689450399674918]}"
000000000000000000e7,,,,,DISCARDED (Insufficient Samples),9,,"{""type"":""Point"",""coordinates"":[84.32526184262643,28.803986869333727]}"
000000000000000000e8,0.5603,0.2596,0.9126,0.1685,STABLE NON-CROP (Forest),4,23.0,"{""type"":""Point"",""coordinates"":[82.07363430658789,29.45562206088009]}"
000000000000000000e9,,,,,DISCARDED (Insufficient Samples),4,,"{""type"":""Point"",""coordinates"":[83.42676635766026,28.68028694701009]}"
000000000000000000ea,,,,,DISCARDED (Insufficient Samples),9,,"{""type"":""Point"",""coordinates"":[82.17415582163572,29.11390331075032]}"
000000000000000000eb,,,,,DISCARDED (Insufficient Samples),9,,"{""type"":""Point"",""coordinates"":[82.91634197827442,28.740386711008437]}"
000000000000000000ec,0.7067,0.3945,0.9512,0.1244,STABLE NON-CROP (Forest),4,20.0,"{""type"":""Point"",""coordinates"":[83.44024176104377,28.22349217599403]}"
000000000000000000ed,0.7033,0.3358,0.9174,0.1229,STABLE NON-CROP (Forest),4,17.0,"{""type"":""Point"",""coordinates"":[82.43017510861931,28.484902516151248]}"
000000000000000000ee,0.1848,-0.0528,0.4263,0.089,STABLE NON-CROP (Barren/Water),9,8.0,"{""type"":""Point"",""coordinates"":[83.02656649721455,29.578514885913062]}"
000000000000000000ef,,,,,DISCARDED (Insufficient Samples),2,,"{""type"":""Point"",""coordinates"":[86.65935153444636,28.030265950045067]}"
000000000000000000f0,,,,,DISCARDED (Insufficient Samples),9,,"{""type"":""Point"",""coordinates"":[81.77503060454389,29.809202019812034]}"
000000000000000000f1,0.0339,-0.0216,0.0677,0.0168,STABLE NON-CROP (Barren/Water),9,0.0,"{""type"":""Point"",""coordinates"":[84.16221481260719,29.11956190998714]}"
000000000000000000f2,0.0895,-0.0192,0.2636,0.053,STABLE NON-CROP (Barren/Water),9,0.0,"{""type"":""Point"",""coordinates"":[84.1120900576654,29.216311025543767]}"
000000000000000000f3,0.6928,0.2212,0.9135,0.1369,DISCARDED (Crop or Disturbance),4,18.0,"{""type"":""Point"",""coordinates"":[87.09943805381516,27.051194509043114]}"
000000000000000000f4,,,,,DISCARDED (Insufficient Samples),4,,"{""type"":""Point"",""coordinates"":[87.05146704468218,27.205345632460737]}"
000000000000000000f5,,,,,DISCARDED (Insufficient Samples),11,,"{""type"":""Point"",""coordinates"":[82.74575014927274,28.752783011937016]}"
000000000000000000f6,,,,,DISCARDED (Insufficient Samples),4,,"{""type"":""Point"",""coordinates"":[85.3714382953817,27.464597767708085]}"
000000000000000000f7,0.6554,0.3533,0.8648,0.125,STABLE NON-CROP (Rangeland),4,18.0,"{""type"":""Point"",""coordinates"":[83.35400274667012,27.993344593322533]}"
000000000000000000f8,0.7213,0.4117,0.92,0.1135,STABLE NON-CROP (Rangeland),4,14.0,"{""type"":""Point"",""coordinates"":[80.4356459620193,29.115789510495933]}"
000000000000000000f9,0.7636,0.3137,0.8948,0.0803,STABLE NON-CROP (Forest),4,9.0,"{""type"":""Point"",""coordinates"":[81.89738387834939,28.51185332291827]}"
000000000000000000fa,,,,,DISCARDED (Insufficient Samples),4,,"{""type"":""Point"",""coordinates"":[88.12782715246821,26.745318013180945]}"
000000000000000000fb,,,,,DISCARDED (Insufficient Samples),9,,"{""type"":""Point"",""coordinates"":[81.52871432145258,30.16681746519734]}"
000000000000000000fc,0.7337,0.4999,0.9033,0.0864,STABLE NON-CROP (Rangeland),4,17.0,"{""type"":""Point"",""coordinates"":[82.5360832177397,28.895612477779935]}"
000000000000000000fd,,,,,DISCARDED (Insufficient Samples),4,,"{""type"":""Point"",""coordinates"":[83.81241171226752,27.70741365647243]}"
000000000000000000fe,,,,,DISCARDED (Insufficient Samples),2,,"{""type"":""Point"",""coordinates"":[85.19599496443386,28.268769888090727]}"
000000000000000000ff,0.6262,-0.0063,0.9077,0.2141,DISCARDED (Crop or Disturbance),10,21.0,"{""type"":""Point"",""coordinates"":[82.47760656652481,29.058387502634922]}"
00000000000000000100,0.6569,0.2044,0.903,0.1788,DISCARDED (Crop or Disturbance),4,15.0,"{""type"":""Point"",""coordinates"":[81.78365450598125,28.28898299316599]}"
00000000000000000101,,,,,DISCARDED (Insufficient Samples),4,,"{""type"":""Point"",""coordinates"":[80.90241128299084,29.102314107112417]}"
00000000000000000102,0.5284,0.2732,0.7951,0.109,STABLE NON-CROP (Rangeland),10,23.0,"{""type"":""Point"",""coordinates"":[82.14774456609616,29.635105337382345]}"
00000000000000000103,,,,,DISCARDED (Insufficient Samples),4,,"{""type"":""Point"",""coordinates"":[86.63563803504414,27.460825368216867]}"
00000000000000000104,,,,,DISCARDED (Insufficient Samples),4,,"{""type"":""Point"",""coordinates"":[86.99999564122226,27.527390828742707]}"
00000000000000000105,,,,,DISCARDED (Insufficient Samples),4,,"{""type"":""Point"",""coordinates"":[86.33703879210118,27.11263646245855]}"
00000000000000000106,,,,,DISCARDED (Insufficient Samples),4,,"{""type"":""Point"",""coordinates"":[87.39480444849436,26.684411151891926]}"
00000000000000000107,,,,,DISCARDED (Insufficient Samples),2,,"{""type"":""Point"",""coordinates"":[84.52010672225781,28.74011470584417]}"
00000000000000000108,,,,,DISCARDED (Insufficient Samples),10,,"{""type"":""Point"",""coordinates"":[82.03779205232028,29.022005697139857]}"
00000000000000000109,0.1696,0.0532,0.4261,0.0734,STABLE NON-CROP (Barren/Water),9,6.0,"{""type"":""Point"",""coordinates"":[84.1199068618121,29.188285575422853]}"
0000000000000000010a,0.6325,0.2703,0.8954,0.1456,STABLE NON-CROP (Forest),4,19.0,"{""type"":""Point"",""coordinates"":[80.87195562279581,29.262128288867917]}"
0000000000000000010b,0.6136,0.3363,0.8337,0.1212,STABLE NON-CROP (Rangeland),4,17.0,"{""type"":""Point"",""coordinates"":[81.18106496692174,29.102046561049203]}"
0000000000000000010c,0.7026,0.2835,0.8987,0.1375,STABLE NON-CROP (Forest),4,17.0,"{""type"":""Point"",""coordinates"":[82.68592239043865,27.975289693157134]}"
0000000000000000010d,,,,,DISCARDED (Insufficient Samples),4,,"{""type"":""Point"",""coordinates"":[87.97232938053244,27.104552112248644]}"
0000000000000000010e,0.5897,0.2546,0.8481,0.1425,STABLE NON-CROP (Forest),4,18.0,"{""type"":""Point"",""coordinates"":[80.31733709286927,28.867854573722237]}"
0000000000000000010f,,,,,DISCARDED (Insufficient Samples),4,,"{""type"":""Point"",""coordinates"":[84.43871920983031,28.483555867633108]}"
00000000000000000110,,,,,DISCARDED (Insufficient Samples),4,,"{""type"":""Point"",""coordinates"":[87.68558688729061,27.541401324252636]}"
00000000000000000111,,,,,DISCARDED (Insufficient Samples),2,,"{""type"":""Point"",""coordinates"":[83.37933489975475,28.70939149958593]}"
00000000000000000112,0.6159,0.3203,0.8356,0.1294,STABLE NON-CROP (Rangeland),4,17.0,"{""type"":""Point"",""coordinates"":[84.96827313273543,27.83272777337741]}"
00000000000000000113,,,,,DISCARDED (Insufficient Samples),4,,"{""type"":""Point"",""coordinates"":[85.39219095168443,28.013290152334598]}"
00000000000000000114,,,,,DISCARDED (Insufficient Samples),2,,"{""type"":""Point"",""coordinates"":[85.66815133857904,28.134831869748375]}"
00000000000000000115,,,,,DISCARDED (Insufficient Samples),4,,"{""type"":""Point"",""coordinates"":[87.99011673463464,27.24873268571077]}"
00000000000000000116,,,,,DISCARDED (Insufficient Samples),4,,"{""type"":""Point"",""coordinates"":[86.23193332117042,27.16761271934648]}"
00000000000000000117,,,,,DISCARDED (Insufficient Samples),4,,"{""type"":""Point"",""coordinates"":[86.93235107824148,27.27999544319648]}"
00000000000000000118,0.695,0.3492,0.8817,0.1141,STABLE NON-CROP (Rangeland),4,18.0,"{""type"":""Point"",""coordinates"":[81.48532726820255,28.670048850991382]}"
00000000000000000119,0.6524,0.2442,0.9293,0.1592,DISCARDED (Crop or Disturbance),4,17.0,"{""type"":""Point"",""coordinates"":[82.06339175146812,28.20274397879235]}"
0000000000000000011a,,,,,DISCARDED (Insufficient Samples),4,,"{""type"":""Point"",""coordinates"":[80.78248376015841,30.02371599419015]}"
0000000000000000011b,,,,,DISCARDED (Insufficient Samples),4,,"{""type"":""Point"",""coordinates"":[81.37348409558003,28.590815084372696]}"
0000000000000000011c,,,,,DISCARDED (Insufficient Samples),4,,"{""type"":""Point"",""coordinates"":[83.97761248809559,27.937828785207138]}"
0000000000000000011d,0.6285,0.3874,0.8404,0.1077,STABLE NON-CROP (Rangeland),4,20.0,"{""type"":""Point"",""coordinates"":[81.59851263024217,28.841715323346932]}"
0000000000000000011e,,,,,DISCARDED (Insufficient Samples),11,,"{""type"":""Point"",""coordinates"":[80.8242566188271,30.01428499546212]}"
0000000000000000011f,0.605,0.2962,0.8552,0.1301,STABLE NON-CROP (Forest),4,14.0,"{""type"":""Point"",""coordinates"":[85.10976040916128,27.925164938215346]}"
00000000000000000120,,,,,DISCARDED (Insufficient Samples),2,,"{""type"":""Point"",""coordinates"":[85.72393469275765,28.19034767786377]}"
00000000000000000121,0.2107,0.0784,0.4501,0.0791,DISCARDED (Crop or Disturbance),9,9.0,"{""type"":""Point"",""coordinates"":[83.83559011954333,29.067283409236552]}"
00000000000000000122,,,,,DISCARDED (Insufficient Samples),4,,"{""type"":""Point"",""coordinates"":[80.92181283167439,28.66869774337218]}"
00000000000000000123,,,,,DISCARDED (Insufficient Samples),10,,"{""type"":""Point"",""coordinates"":[82.91930728047495,28.796977162477717]}"
00000000000000000124,0.6928,0.3786,0.8934,0.0952,STABLE NON-CROP (Rangeland),4,18.0,"{""type"":""Point"",""coordinates"":[87.76347400539115,27.533856525270203]}"
00000000000000000125,,,,,DISCARDED (Insufficient Samples),2,,"{""type"":""Point"",""coordinates"":[86.85177066310466,27.780444813525765]}"
00000000000000000126,,,,,DISCARDED (Insufficient Samples),4,,"{""type"":""Point"",""coordinates"":[80.43079446007314,28.742540456817242]}"
00000000000000000127,,,,,DISCARDED (Insufficient Samples),9,,"{""type"":""Point"",""coordinates"":[82.62448043702324,29.505211723695464]}"
00000000000000000128,,,,,DISCARDED (Insufficient Samples),4,,"{""type"":""Point"",""coordinates"":[84.14281326392364,27.690433399660908]}"
00000000000000000129,0.5128,0.0133,0.935,0.2128,DISCARDED (Crop or Disturbance),10,20.0,"{""type"":""Point"",""coordinates"":[81.98389043878623,29.681997244060387]}"
0000000000000000012a,,,,,DISCARDED (Insufficient Samples),4,,"{""type"":""Point"",""coordinates"":[86.48391266259961,26.980584643861803]}"
