point_id,mean,min,max,std,status,total_non_crop,max_consecutive_non_crop,total_peaks,geo
1296,0.3947,0.1183,0.8426,0.0952,DISCARDED (Failed Phenology),4.0,1.0,24.0,"{""type"":""Point"",""coordinates"":[81.09511392647319,28.67726312757045]}"
1297,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[81.06840128295391,28.59525518561908]}"
1298,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[81.0893446949022,28.515504911560427]}"
1299,0.417,0.1174,0.8166,0.0952,STABLE CROPLAND,2.0,1.0,27.0,"{""type"":""Point"",""coordinates"":[81.09233810585653,28.61123906040387]}"
1300,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[81.0043210926738,28.552811676787094]}"
1301,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[81.10389501566047,28.46629756850196]}"
1302,0.4168,0.1594,0.7603,0.1065,DISCARDED (Failed Phenology),7.0,2.0,21.0,"{""type"":""Point"",""coordinates"":[81.84862064238075,28.453398509567556]}"
1303,0.5037,0.1659,0.852,0.0776,DISCARDED (Failed Phenology),12.0,3.0,13.0,"{""type"":""Point"",""coordinates"":[81.68680058279817,28.44481212389857]}"
1304,0.4446,0.17,0.7753,0.0742,DISCARDED (Failed Phenology),5.0,2.0,21.0,"{""type"":""Point"",""coordinates"":[81.73889237891983,28.444548396730713]}"
1305,0.4594,0.1709,0.8565,0.1084,DISCARDED (Failed Phenology),5.0,1.0,23.0,"{""type"":""Point"",""coordinates"":[82.15258938530266,28.46048721790331]}"
1306,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[83.43535231870239,28.500348321096823]}"
1307,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[81.94177360502366,28.450665518548917]}"
1308,0.4725,0.1363,0.881,0.0638,DISCARDED (Failed Phenology),4.0,1.0,23.0,"{""type"":""Point"",""coordinates"":[81.71595399854995,28.451886954353167]}"
1309,0.5421,0.1858,0.9128,0.0819,STABLE CROPLAND,1.0,1.0,22.0,"{""type"":""Point"",""coordinates"":[83.35119252537996,28.49527912937619]}"
1310,0.4346,0.1611,0.8564,0.0931,STABLE CROPLAND,3.0,1.0,24.0,"{""type"":""Point"",""coordinates"":[81.82538517945777,28.443993324008993]}"
1311,0.4036,0.1354,0.8559,0.0965,STABLE CROPLAND,0.0,0.0,23.0,"{""type"":""Point"",""coordinates"":[84.8325723365601,28.52455116557473]}"
1312,0.3555,0.1089,0.757,0.1421,STABLE CROPLAND,3.0,2.0,20.0,"{""type"":""Point"",""coordinates"":[81.8039536941247,28.440286525323273]}"
1313,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[81.05685677952951,28.408622891314813]}"
1314,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[82.0350168650283,28.445840793199107]}"
1315,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[82.0931386647283,28.448325280273586]}"
1316,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[81.91842565278488,28.44140119060101]}"
1317,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[81.89355407357031,28.438138490781967]}"
1318,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[82.06022453584659,28.444582756141802]}"
1319,0.5141,0.2541,0.9415,0.1254,DISCARDED (Static Vegetation / Low Amplitude),0.0,0.0,26.0,"{""type"":""Point"",""coordinates"":[82.77898949986484,28.468608487380497]}"
1320,0.5294,0.2523,0.8424,0.0647,DISCARDED (Static Vegetation / Low Amplitude),7.0,1.0,22.0,"{""type"":""Point"",""coordinates"":[82.5948605052829,28.459873901697694]}"
1321,0.5648,0.199,0.8641,0.0733,STABLE CROPLAND,1.0,1.0,22.0,"{""type"":""Point"",""coordinates"":[83.63901320076252,28.48853288632168]}"
1322,0.4817,0.1528,0.8769,0.0797,DISCARDED (Failed Phenology),6.0,1.0,22.0,"{""type"":""Point"",""coordinates"":[82.17903192918712,28.444413067294285]}"
1323,0.3628,0.1104,0.7776,0.1487,DISCARDED (Failed Phenology),7.0,5.0,22.0,"{""type"":""Point"",""coordinates"":[81.84376734063105,28.431387922718812]}"
1324,0.4408,0.1878,0.8308,0.0901,DISCARDED (Failed Phenology),7.0,2.0,21.0,"{""type"":""Point"",""coordinates"":[81.99950790929122,28.436927169243084]}"
1325,0.5497,0.2262,0.9262,0.0987,STABLE CROPLAND,1.0,1.0,23.0,"{""type"":""Point"",""coordinates"":[83.39698477137252,28.481194837952405]}"
1326,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[81.23455707976458,28.42037665913988]}"
1327,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[81.25649823574197,28.432500310362563]}"
1328,0.5427,0.1624,0.9331,0.0573,STABLE CROPLAND,3.0,1.0,22.0,"{""type"":""Point"",""coordinates"":[81.72972055071743,28.424643818646274]}"
1329,0.43,0.1739,0.7899,0.0942,DISCARDED (Failed Phenology),7.0,4.0,21.0,"{""type"":""Point"",""coordinates"":[82.28633637961951,28.44429423426958]}"
1330,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[81.12142269334306,28.39860348597889]}"
1331,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[81.86888145730069,28.434360228574434]}"
1332,0.4807,0.248,0.8688,0.1079,DISCARDED (Failed Phenology),4.0,1.0,23.0,"{""type"":""Point"",""coordinates"":[82.64365419890707,28.45604852195629]}"
1333,0.4398,0.1883,0.8853,0.1393,DISCARDED (Failed Phenology),4.0,1.0,22.0,"{""type"":""Point"",""coordinates"":[82.21549665638973,28.441172657945753]}"
1334,0.5391,0.1958,0.8755,0.0853,STABLE CROPLAND,1.0,1.0,22.0,"{""type"":""Point"",""coordinates"":[83.52618962025548,28.48078786951183]}"
1335,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[81.32179443517765,28.405407143986587]}"
1336,0.514,0.2117,0.9018,0.0772,DISCARDED (Failed Phenology),6.0,2.0,23.0,"{""type"":""Point"",""coordinates"":[82.50960030818791,28.448483563793463]}"
1337,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[81.21329190499789,28.399288762697715]}"
1338,0.5447,0.2441,0.8664,0.0507,STABLE CROPLAND,0.0,0.0,23.0,"{""type"":""Point"",""coordinates"":[84.8599305172727,28.5040504256292]}"
1339,0.5994,0.2446,0.8855,0.072,STABLE CROPLAND,2.0,1.0,22.0,"{""type"":""Point"",""coordinates"":[83.35793756332662,28.471783632982152]}"
1340,0.5448,0.2318,0.9002,0.0809,STABLE CROPLAND,0.0,0.0,23.0,"{""type"":""Point"",""coordinates"":[83.24317438255198,28.466939339117353]}"
1341,0.4862,0.1924,0.8364,0.0885,DISCARDED (Failed Phenology),7.0,1.0,20.0,"{""type"":""Point"",""coordinates"":[81.78957799845617,28.4197207744541]}"
1342,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[81.29758911881723,28.396040928442886]}"
1343,0.4758,0.1308,0.8507,0.0892,DISCARDED (Failed Phenology),5.0,2.0,23.0,"{""type"":""Point"",""coordinates"":[81.17825537564273,28.52284669925278]}"
1344,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[81.1129545351432,28.42628503932682]}"
1345,0.4782,0.2045,0.8684,0.088,DISCARDED (Failed Phenology),8.0,1.0,22.0,"{""type"":""Point"",""coordinates"":[81.19774231952786,28.546046205575603]}"
1346,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[81.09414353291112,28.394613790262202]}"
1347,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[81.21952489173336,28.55466379708956]}"
1348,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[81.08918544123932,28.413876932535974]}"
1349,0.5327,0.1884,0.8697,0.0688,STABLE CROPLAND,0.0,0.0,23.0,"{""type"":""Point"",""coordinates"":[83.33228819918402,28.465472017590947]}"
1350,0.5389,0.2829,0.9027,0.1321,DISCARDED (Static Vegetation / Low Amplitude),5.0,2.0,20.0,"{""type"":""Point"",""coordinates"":[82.55695579713596,28.440079040767543]}"
1351,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[82.23673262465529,28.428198473533676]}"
1352,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[83.61928354836799,28.46770231515267]}"
1353,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[81.24569087184784,28.39504017568689]}"
1354,0.4806,0.1798,0.8587,0.1312,DISCARDED (Failed Phenology),6.0,3.0,19.0,"{""type"":""Point"",""coordinates"":[82.20066286544218,28.423029131604938]}"
1355,0.5487,0.243,0.8966,0.112,DISCARDED (Failed Phenology),6.0,1.0,20.0,"{""type"":""Point"",""coordinates"":[82.78522052782401,28.442530385839742]}"
1356,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[81.33548123425699,28.38616462773534]}"
1357,0.4651,0.1416,0.8007,0.0612,DISCARDED (Failed Phenology),4.0,1.0,21.0,"{""type"":""Point"",""coordinates"":[81.82474342411942,28.40675482665099]}"
1358,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[83.51838337647548,28.457155260310866]}"
1359,0.4488,0.1913,0.7789,0.0909,STABLE CROPLAND,2.0,1.0,28.0,"{""type"":""Point"",""coordinates"":[82.29639590688673,28.418604556503766]}"
1360,0.5845,0.1999,0.9191,0.0663,STABLE CROPLAND,2.0,1.0,21.0,"{""type"":""Point"",""coordinates"":[83.35357121945724,28.45042020160117]}"
1361,0.4886,0.1783,0.8947,0.1304,DISCARDED (Failed Phenology),5.0,2.0,19.0,"{""type"":""Point"",""coordinates"":[83.64967461464963,28.45771151543093]}"
1362,0.5163,0.1782,0.8558,0.0622,DISCARDED (Failed Phenology),4.0,2.0,23.0,"{""type"":""Point"",""coordinates"":[81.75537253936596,28.396521284603793]}"
1363,0.495,0.2075,0.7839,0.0753,DISCARDED (Failed Phenology),8.0,3.0,17.0,"{""type"":""Point"",""coordinates"":[82.41128261906142,28.419429043233126]}"
1364,0.4826,0.1752,0.9025,0.1329,DISCARDED (Failed Phenology),11.0,6.0,15.0,"{""type"":""Point"",""coordinates"":[82.45758342294064,28.421042885184637]}"
1365,0.4848,0.1904,0.874,0.1352,DISCARDED (Failed Phenology),7.0,4.0,17.0,"{""type"":""Point"",""coordinates"":[82.1712042588803,28.410952754274028]}"
1366,0.5612,0.241,0.8917,0.0612,STABLE CROPLAND,0.0,0.0,23.0,"{""type"":""Point"",""coordinates"":[84.86967824468837,28.479699067782146]}"
1367,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[81.30613932527469,28.431080384926577]}"
1368,0.4751,0.184,0.8951,0.122,STABLE CROPLAND,3.0,1.0,27.0,"{""type"":""Point"",""coordinates"":[82.80935004789724,28.43177382191443]}"
1369,0.4946,0.1616,0.863,0.0992,STABLE CROPLAND,0.0,0.0,23.0,"{""type"":""Point"",""coordinates"":[83.38601223098875,28.44834172480974]}"
1370,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[81.92148034755326,28.39923714063911]}"
1371,0.4126,0.1217,0.8101,0.1077,DISCARDED (Failed Phenology),6.0,3.0,21.0,"{""type"":""Point"",""coordinates"":[81.85225975176878,28.399775277359026]}"
1372,0.5138,0.2574,0.8888,0.1228,DISCARDED (Static Vegetation / Low Amplitude),4.0,1.0,23.0,"{""type"":""Point"",""coordinates"":[82.58682365789728,28.421011760822118]}"
1373,0.5335,0.2655,0.8742,0.102,DISCARDED (Static Vegetation / Low Amplitude),9.0,3.0,16.0,"{""type"":""Point"",""coordinates"":[82.96133030911543,28.434362003342773]}"
1374,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[81.18038329283935,28.383213565191546]}"
1375,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[81.14747563966002,28.379972102489987]}"
1376,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[81.16298778937926,28.43577434481344]}"
1377,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[81.18304142592818,28.41519806064259]}"
1378,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[81.16599524349917,28.39801079526442]}"
1379,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[81.14532070411829,28.40870157113239]}"
1380,0.5476,0.2637,0.8756,0.1029,DISCARDED (Static Vegetation / Low Amplitude),1.0,1.0,22.0,"{""type"":""Point"",""coordinates"":[83.24350774095399,28.43949629255103]}"
1381,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[81.24222924872421,28.368476794515907]}"
1382,0.5123,0.1785,0.9066,0.1229,STABLE CROPLAND,3.0,2.0,21.0,"{""type"":""Point"",""coordinates"":[83.67181202189305,28.447641530086944]}"
1383,0.5221,0.2929,0.8494,0.0833,DISCARDED (Static Vegetation / Low Amplitude),1.0,1.0,25.0,"{""type"":""Point"",""coordinates"":[83.10376641963394,28.430429333009236]}"
1384,0.5535,0.2356,0.8426,0.0855,STABLE CROPLAND,1.0,1.0,22.0,"{""type"":""Point"",""coordinates"":[83.59488358078033,28.443811398799536]}"
1385,0.5055,0.2281,0.9007,0.1108,DISCARDED (Failed Phenology),4.0,1.0,25.0,"{""type"":""Point"",""coordinates"":[82.55855188658178,28.414749552962355]}"
1386,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[81.8807544442576,28.39404271510101]}"
1387,0.6317,0.3196,0.8932,0.0765,DISCARDED (Static Vegetation / Low Amplitude),1.0,1.0,22.0,"{""type"":""Point"",""coordinates"":[83.62813745257401,28.44126505857412]}"
1388,0.5071,0.1889,0.8194,0.045,STABLE CROPLAND,0.0,0.0,23.0,"{""type"":""Point"",""coordinates"":[83.05753379148608,28.425892237635118]}"
1389,0.4273,0.1175,0.8812,0.0864,DISCARDED (Failed Phenology),7.0,2.0,18.0,"{""type"":""Point"",""coordinates"":[82.24265409210558,28.398558222974472]}"
1390,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[82.03172109168705,28.390877541427876]}"
1391,0.4884,0.1624,0.8945,0.091,DISCARDED (Failed Phenology),7.0,2.0,21.0,"{""type"":""Point"",""coordinates"":[82.48873925295841,28.406903594331418]}"
1392,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[81.33248856719756,28.367713671170176]}"
1393,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[81.22096146229096,28.354629428499845]}"
1394,0.5132,0.2339,0.7779,0.0657,DISCARDED (Static Vegetation / Low Amplitude),8.0,4.0,17.0,"{""type"":""Point"",""coordinates"":[81.77546959148499,28.377164925815634]}"
1395,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[82.19026259432214,28.391406060618557]}"
1396,0.5382,0.2445,0.9459,0.1084,STABLE CROPLAND,3.0,2.0,23.0,"{""type"":""Point"",""coordinates"":[82.986908497777,28.418169598250834]}"
1397,0.5256,0.2404,0.8999,0.1137,DISCARDED (Failed Phenology),7.0,2.0,17.0,"{""type"":""Point"",""coordinates"":[82.80816895145874,28.41116976759876]}"
1398,0.5119,0.2625,0.8566,0.0858,DISCARDED (Static Vegetation / Low Amplitude),0.0,0.0,23.0,"{""type"":""Point"",""coordinates"":[83.1858181836069,28.42087909119829]}"
1399,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[81.9055245880728,28.380103050701273]}"
1400,0.4987,0.2632,0.9771,0.1531,DISCARDED (Static Vegetation / Low Amplitude),3.0,1.0,20.0,"{""type"":""Point"",""coordinates"":[82.83914826735821,28.408998384966868]}"
1401,0.3935,0.1753,0.8633,0.1513,DISCARDED (Failed Phenology),7.0,2.0,20.0,"{""type"":""Point"",""coordinates"":[82.09121214948554,28.38342048364813]}"
1402,0.5639,0.317,0.8609,0.0753,DISCARDED (Static Vegetation / Low Amplitude),5.0,2.0,22.0,"{""type"":""Point"",""coordinates"":[83.53841994295841,28.42547410253713]}"
1403,0.4881,0.2153,0.8323,0.1038,STABLE CROPLAND,0.0,0.0,23.0,"{""type"":""Point"",""coordinates"":[83.35855717848266,28.42198069819717]}"
1404,0.5586,0.2818,0.8383,0.0656,DISCARDED (Static Vegetation / Low Amplitude),0.0,0.0,23.0,"{""type"":""Point"",""coordinates"":[83.3220835930195,28.417933256709503]}"
1405,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[81.33186090260133,28.3476409351317]}"
1406,0.4777,0.2563,0.8305,0.1058,DISCARDED (Static Vegetation / Low Amplitude),2.0,1.0,21.0,"{""type"":""Point"",""coordinates"":[82.58666381585634,28.390989849244697]}"
1407,0.503,0.2009,0.871,0.0803,STABLE CROPLAND,0.0,0.0,23.0,"{""type"":""Point"",""coordinates"":[83.10245975892028,28.410571947879205]}"
1408,0.5744,0.243,0.8745,0.0766,STABLE CROPLAND,1.0,1.0,22.0,"{""type"":""Point"",""coordinates"":[83.42010293279492,28.413821564162483]}"
1409,0.3848,0.1041,0.6789,0.0445,STABLE CROPLAND,2.0,2.0,21.0,"{""type"":""Point"",""coordinates"":[83.21561171309929,28.40759183194686]}"
1410,0.5385,0.2611,0.8956,0.0603,DISCARDED (Static Vegetation / Low Amplitude),0.0,0.0,23.0,"{""type"":""Point"",""coordinates"":[82.53998439603829,28.38601803444963]}"
1411,0.5337,0.2355,0.9279,0.0678,STABLE CROPLAND,0.0,0.0,23.0,"{""type"":""Point"",""coordinates"":[83.0796232505621,28.403010642887168]}"
1412,0.4619,0.1691,0.8584,0.0788,STABLE CROPLAND,0.0,0.0,23.0,"{""type"":""Point"",""coordinates"":[83.00358378750815,28.399647605236623]}"
1413,0.543,0.1974,0.9273,0.1087,DISCARDED (Failed Phenology),5.0,2.0,18.0,"{""type"":""Point"",""coordinates"":[82.72465846609472,28.390423197407078]}"
1414,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[83.5192569882543,28.410714872623227]}"
1415,0.5556,0.2133,0.8794,0.0613,STABLE CROPLAND,0.0,0.0,23.0,"{""type"":""Point"",""coordinates"":[84.89873187945716,28.439141069243448]}"
1416,0.5078,0.2887,0.8869,0.1325,DISCARDED (Static Vegetation / Low Amplitude),0.0,0.0,26.0,"{""type"":""Point"",""coordinates"":[83.0251436491179,28.397164910513897]}"
1417,0.516,0.1538,0.8922,0.0782,DISCARDED (Failed Phenology),9.0,2.0,16.0,"{""type"":""Point"",""coordinates"":[82.23953596616028,28.37094029590659]}"
1418,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[83.61447336085699,28.413610293996225]}"
1419,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[82.18308601426625,28.366743558976715]}"
1420,0.5311,0.2266,0.8622,0.057,DISCARDED (Failed Phenology),6.0,2.0,23.0,"{""type"":""Point"",""coordinates"":[81.72092167747189,28.349447004665695]}"
1421,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[81.37556160825079,28.33422600376715]}"
1422,0.5054,0.3013,0.8816,0.1271,DISCARDED (Static Vegetation / Low Amplitude),2.0,1.0,22.0,"{""type"":""Point"",""coordinates"":[82.82134478279865,28.38597406122748]}"
1423,0.615,0.2334,0.8776,0.109,DISCARDED (Failed Phenology),7.0,3.0,16.0,"{""type"":""Point"",""coordinates"":[83.81630937334073,28.41234134729481]}"
1424,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[81.42153864256069,28.335020318199042]}"
1425,0.5726,0.2655,0.9103,0.103,DISCARDED (Static Vegetation / Low Amplitude),4.0,3.0,20.0,"{""type"":""Point"",""coordinates"":[82.64027725663698,28.380358611045217]}"
1426,0.3988,0.1709,0.8581,0.1569,STABLE CROPLAND,3.0,2.0,21.0,"{""type"":""Point"",""coordinates"":[82.20604055749908,28.366284471146166]}"
1427,0.4289,0.1619,0.7671,0.0845,DISCARDED (Failed Phenology),7.0,2.0,22.0,"{""type"":""Point"",""coordinates"":[82.28315913181895,28.366918859681817]}"
1428,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[81.3219191117106,28.330334562912324]}"
1429,0.4813,0.251,0.8618,0.1215,DISCARDED (Static Vegetation / Low Amplitude),2.0,1.0,23.0,"{""type"":""Point"",""coordinates"":[83.25541213301892,28.398529601444146]}"
1430,0.5179,0.2113,0.8772,0.0966,STABLE CROPLAND,0.0,0.0,23.0,"{""type"":""Point"",""coordinates"":[83.59227317188869,28.405660992260835]}"
1431,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[81.46798829277493,28.34106064907321]}"
1432,0.482,0.1223,0.8763,0.0974,STABLE CROPLAND,1.0,1.0,22.0,"{""type"":""Point"",""coordinates"":[83.40647873730686,28.40021364520777]}"
1433,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[83.5525183368286,28.405751670270366]}"
1434,0.5789,0.075,0.8968,0.0714,DISCARDED (Failed Phenology),4.0,1.0,19.0,"{""type"":""Point"",""coordinates"":[83.48174454529148,28.40162573465073]}"
1435,0.5415,0.1768,0.8653,0.121,DISCARDED (Failed Phenology),7.0,3.0,16.0,"{""type"":""Point"",""coordinates"":[83.78457631726596,28.408470245856964]}"
1436,0.4303,0.1807,0.857,0.1425,STABLE CROPLAND,3.0,1.0,23.0,"{""type"":""Point"",""coordinates"":[82.85745927761735,28.38322176374949]}"
1437,0.5477,0.2665,0.8696,0.0997,DISCARDED (Static Vegetation / Low Amplitude),6.0,2.0,19.0,"{""type"":""Point"",""coordinates"":[82.74423137509704,28.37830866095443]}"
