point_id,mean,min,max,std,status,total_non_crop,max_consecutive_non_crop,total_peaks,geo
1115,0.432,0.1824,0.8034,0.1073,STABLE CROPLAND,3.0,1.0,21.0,"{""type"":""Point"",""coordinates"":[81.109670345996,28.53750524325105]}"
1116,0.4623,0.1282,0.8804,0.0926,DISCARDED (Failed Phenology),8.0,2.0,22.0,"{""type"":""Point"",""coordinates"":[82.4297620796689,28.585991184992267]}"
1117,0.6303,0.4191,0.8782,0.0899,DISCARDED (Static Vegetation / Low Amplitude),5.0,1.0,18.0,"{""type"":""Point"",""coordinates"":[82.55884771507856,28.589817860209166]}"
1118,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[80.9385251849373,28.525677107806725]}"
1119,0.4278,0.0964,0.8379,0.1141,DISCARDED (Failed Phenology),10.0,5.0,16.0,"{""type"":""Point"",""coordinates"":[81.99844573460123,28.56999983477852]}"
1120,0.5125,0.1976,0.8911,0.0764,DISCARDED (Failed Phenology),4.0,1.0,23.0,"{""type"":""Point"",""coordinates"":[81.74260241919802,28.557805749722334]}"
1121,0.427,0.1632,0.8118,0.0809,STABLE CROPLAND,0.0,0.0,27.0,"{""type"":""Point"",""coordinates"":[81.70527167357646,28.555081175728496]}"
1122,0.5278,0.2136,0.9047,0.0695,DISCARDED (Failed Phenology),7.0,1.0,21.0,"{""type"":""Point"",""coordinates"":[82.26959158828329,28.574648112973396]}"
1123,0.4141,0.1143,0.7796,0.0707,DISCARDED (Failed Phenology),6.0,3.0,22.0,"{""type"":""Point"",""coordinates"":[82.20458081016167,28.571457658261664]}"
1124,0.3958,0.1586,0.8725,0.1541,DISCARDED (Failed Phenology),5.0,2.0,22.0,"{""type"":""Point"",""coordinates"":[82.10974434322813,28.5670189322298]}"
1125,0.4292,0.1559,0.8624,0.1118,STABLE CROPLAND,3.0,1.0,24.0,"{""type"":""Point"",""coordinates"":[82.07447060099025,28.564300381626314]}"
1126,0.4574,0.1467,0.8308,0.0473,DISCARDED (Failed Phenology),6.0,1.0,21.0,"{""type"":""Point"",""coordinates"":[81.9402455844986,28.559127152058938]}"
1127,0.3839,0.1414,0.8849,0.1468,STABLE CROPLAND,2.0,1.0,25.0,"{""type"":""Point"",""coordinates"":[82.13283358859067,28.566106937390042]}"
1128,0.4876,0.2577,0.8453,0.1101,DISCARDED (Static Vegetation / Low Amplitude),4.0,1.0,21.0,"{""type"":""Point"",""coordinates"":[81.62598062002638,28.54986911364755]}"
1129,0.4164,0.1288,0.7943,0.1041,STABLE CROPLAND,2.0,1.0,23.0,"{""type"":""Point"",""coordinates"":[81.59733041424832,28.576709542599918]}"
1130,0.4596,0.2116,0.8172,0.1085,DISCARDED (Failed Phenology),7.0,2.0,17.0,"{""type"":""Point"",""coordinates"":[81.60591942852285,28.540444483344643]}"
1131,0.5507,0.3071,0.8832,0.1152,DISCARDED (Static Vegetation / Low Amplitude),4.0,1.0,20.0,"{""type"":""Point"",""coordinates"":[82.50408876646718,28.572430530602663]}"
1132,0.3722,0.1439,0.813,0.1484,DISCARDED (Failed Phenology),4.0,1.0,23.0,"{""type"":""Point"",""coordinates"":[82.04017623105233,28.5557822490601]}"
1133,0.5256,0.2196,0.862,0.0755,DISCARDED (Failed Phenology),7.0,2.0,20.0,"{""type"":""Point"",""coordinates"":[82.31329143866733,28.563984935528854]}"
1134,0.4879,0.2581,0.7873,0.0989,DISCARDED (Static Vegetation / Low Amplitude),4.0,2.0,19.0,"{""type"":""Point"",""coordinates"":[82.63040268843952,28.576573995189037]}"
1135,0.4453,0.1955,0.7976,0.0906,DISCARDED (Failed Phenology),6.0,3.0,21.0,"{""type"":""Point"",""coordinates"":[81.72363548682165,28.543022137464803]}"
1136,0.4976,0.1699,0.8341,0.0773,DISCARDED (Failed Phenology),9.0,2.0,16.0,"{""type"":""Point"",""coordinates"":[81.21363254789583,28.51916238293803]}"
1137,0.4137,0.1713,0.7789,0.0756,DISCARDED (Failed Phenology),6.0,2.0,23.0,"{""type"":""Point"",""coordinates"":[82.28678535780392,28.559250099655845]}"
1138,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[81.12811654897256,28.51394834219343]}"
1139,0.3718,0.1375,0.8052,0.1324,DISCARDED (Failed Phenology),5.0,1.0,22.0,"{""type"":""Point"",""coordinates"":[82.15571109598041,28.55336411161548]}"
1140,0.4795,0.1647,0.8507,0.0894,DISCARDED (Failed Phenology),4.0,1.0,26.0,"{""type"":""Point"",""coordinates"":[81.69102584950194,28.535426714252544]}"
1141,0.4645,0.248,0.8633,0.1108,DISCARDED (Failed Phenology),8.0,2.0,20.0,"{""type"":""Point"",""coordinates"":[82.41534930455714,28.561757672103436]}"
1142,0.4726,0.22,0.8388,0.0858,STABLE CROPLAND,3.0,1.0,27.0,"{""type"":""Point"",""coordinates"":[82.33509237540865,28.557863358473888]}"
1143,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[80.78356070508592,28.623377305465883]}"
1144,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[80.80424316808602,28.559596868998156]}"
1145,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[80.8127058535591,28.53245346421935]}"
1146,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[80.77978081282804,28.57541868192346]}"
1147,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[80.80893610203248,28.68253504524474]}"
1148,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[80.79676329230871,28.598557673609818]}"
1149,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[80.81121433335274,28.57776834218997]}"
1150,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[80.81507505972607,28.707507220977394]}"
1151,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[80.7974747097241,28.652119493640495]}"
1152,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[80.75560019754502,28.591315226353856]}"
1153,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[80.79281465155293,28.538643763606867]}"
1154,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[80.82618870087352,28.555794785935504]}"
1155,0.4697,0.2141,0.865,0.1182,DISCARDED (Failed Phenology),6.0,1.0,22.0,"{""type"":""Point"",""coordinates"":[82.43981558589483,28.560673686455367]}"
1156,0.4361,0.1421,0.8046,0.1009,DISCARDED (Failed Phenology),9.0,3.0,17.0,"{""type"":""Point"",""coordinates"":[81.62815761004484,28.528374811915636]}"
1157,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[80.94178053183617,28.55372370500154]}"
1158,0.4991,0.2377,0.8627,0.1101,DISCARDED (Failed Phenology),4.0,1.0,23.0,"{""type"":""Point"",""coordinates"":[82.462947772838,28.55821205456064]}"
1159,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[80.86166957295231,28.49451544698931]}"
1160,0.4163,0.1706,0.8314,0.0939,DISCARDED (Failed Phenology),11.0,3.0,20.0,"{""type"":""Point"",""coordinates"":[81.75607236944947,28.529435972467418]}"
1161,0.4396,0.2301,0.7442,0.0832,DISCARDED (Static Vegetation / Low Amplitude),2.0,1.0,22.0,"{""type"":""Point"",""coordinates"":[82.10468188791589,28.543475701668495]}"
1162,0.4454,0.1303,0.7578,0.0602,STABLE CROPLAND,3.0,1.0,22.0,"{""type"":""Point"",""coordinates"":[81.18746414513092,28.506178802959052]}"
1163,0.4403,0.125,0.8701,0.1108,DISCARDED (Failed Phenology),4.0,1.0,23.0,"{""type"":""Point"",""coordinates"":[82.12970802268987,28.54294681585747]}"
1164,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[80.91526749374948,28.494633927059006]}"
1165,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[81.94944481408486,28.538111949859886]}"
1166,0.4467,0.1437,0.8462,0.0881,DISCARDED (Failed Phenology),4.0,3.0,28.0,"{""type"":""Point"",""coordinates"":[82.22222664734716,28.552068675700344]}"
1167,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[81.92962355424935,28.532395133152146]}"
1168,0.5306,0.2843,0.838,0.0783,DISCARDED (Static Vegetation / Low Amplitude),8.0,2.0,20.0,"{""type"":""Point"",""coordinates"":[82.39590390968293,28.54796160129271]}"
1169,0.5219,0.2049,0.9175,0.1063,STABLE CROPLAND,2.0,1.0,22.0,"{""type"":""Point"",""coordinates"":[82.66369411709171,28.557181638520834]}"
1170,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[81.99488594522346,28.533663986217917]}"
1171,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[82.01593997593058,28.540185940768776]}"
1172,0.4844,0.2257,0.8633,0.0995,STABLE CROPLAND,1.0,1.0,22.0,"{""type"":""Point"",""coordinates"":[82.690513278126,28.556198617855756]}"
1173,0.5014,0.2571,0.8616,0.1135,DISCARDED (Static Vegetation / Low Amplitude),4.0,1.0,20.0,"{""type"":""Point"",""coordinates"":[82.6406002597355,28.554700340723272]}"
1174,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[80.9361065937119,28.495742839623684]}"
1175,0.5253,0.2304,0.9375,0.1156,STABLE CROPLAND,2.0,1.0,22.0,"{""type"":""Point"",""coordinates"":[82.71486174966215,28.556040285901833]}"
1176,0.542,0.3301,0.879,0.1058,DISCARDED (Static Vegetation / Low Amplitude),3.0,1.0,21.0,"{""type"":""Point"",""coordinates"":[82.5299641205611,28.547355933895304]}"
1177,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[81.20731910535714,28.496091409086823]}"
1178,0.4144,0.0892,0.8548,0.1158,DISCARDED (Failed Phenology),5.0,1.0,23.0,"{""type"":""Point"",""coordinates"":[82.04749800690566,28.53021828375411]}"
1179,0.3978,0.144,0.812,0.1272,DISCARDED (Failed Phenology),6.0,2.0,19.0,"{""type"":""Point"",""coordinates"":[81.97306053882389,28.525326313969327]}"
1180,0.5834,0.2728,0.8709,0.0701,DISCARDED (Static Vegetation / Low Amplitude),9.0,2.0,17.0,"{""type"":""Point"",""coordinates"":[82.43750655728292,28.541765046036197]}"
1181,0.524,0.2653,0.8513,0.0846,DISCARDED (Static Vegetation / Low Amplitude),1.0,1.0,22.0,"{""type"":""Point"",""coordinates"":[82.33083411302054,28.537192199497888]}"
1182,0.5039,0.2206,0.8361,0.0881,DISCARDED (Failed Phenology),6.0,2.0,20.0,"{""type"":""Point"",""coordinates"":[81.58753468513784,28.50992889805081]}"
1183,0.5198,0.1535,0.8989,0.104,STABLE CROPLAND,2.0,2.0,21.0,"{""type"":""Point"",""coordinates"":[82.08585482611007,28.529298546788166]}"
1184,0.4608,0.1677,0.8821,0.0966,DISCARDED (Failed Phenology),7.0,2.0,21.0,"{""type"":""Point"",""coordinates"":[82.3022229530204,28.53584554109644]}"
1185,0.4299,0.1788,0.8479,0.1217,STABLE CROPLAND,0.0,0.0,23.0,"{""type"":""Point"",""coordinates"":[83.32299203083454,28.566195253392525]}"
1186,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[81.28632139563658,28.494464091710327]}"
1187,0.5546,0.267,0.9114,0.0945,DISCARDED (Static Vegetation / Low Amplitude),2.0,1.0,25.0,"{""type"":""Point"",""coordinates"":[82.6228181528952,28.54327878798941]}"
1188,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[82.02035791265057,28.52165342891688]}"
1189,0.4454,0.1329,0.8439,0.077,STABLE CROPLAND,1.0,1.0,31.0,"{""type"":""Point"",""coordinates"":[81.71620696692757,28.508445602690845]}"
1190,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[81.17347409334064,28.487169450345625]}"
1191,0.5001,0.2381,0.8374,0.0945,DISCARDED (Failed Phenology),8.0,4.0,19.0,"{""type"":""Point"",""coordinates"":[82.76632923444926,28.542755354485458]}"
1192,0.4289,0.1537,0.8142,0.1152,DISCARDED (Failed Phenology),4.0,2.0,19.0,"{""type"":""Point"",""coordinates"":[82.11567096359408,28.52069074657002]}"
1193,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[81.32367589903073,28.486265734526267]}"
1194,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[81.03793443468216,28.47185120162064]}"
1195,0.5119,0.2032,0.8208,0.0594,STABLE CROPLAND,1.0,1.0,22.0,"{""type"":""Point"",""coordinates"":[83.63330665020469,28.56187222347851]}"
1196,0.5103,0.2357,0.8953,0.1071,STABLE CROPLAND,3.0,1.0,24.0,"{""type"":""Point"",""coordinates"":[82.50541486034395,28.529246289412352]}"
1197,0.497,0.2852,0.885,0.115,DISCARDED (Static Vegetation / Low Amplitude),3.0,1.0,26.0,"{""type"":""Point"",""coordinates"":[82.65129536590564,28.53231363580551]}"
1198,0.4382,0.1703,0.8816,0.1431,DISCARDED (Failed Phenology),5.0,1.0,22.0,"{""type"":""Point"",""coordinates"":[82.07091340410916,28.51006900713676]}"
1199,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[81.12590757750695,28.47286934336338]}"
1200,0.4379,0.1637,0.8339,0.1284,STABLE CROPLAND,1.0,1.0,22.0,"{""type"":""Point"",""coordinates"":[82.03755843750244,28.50574437270212]}"
1201,0.5755,0.3561,0.8863,0.1026,DISCARDED (Static Vegetation / Low Amplitude),7.0,1.0,21.0,"{""type"":""Point"",""coordinates"":[82.53477890722411,28.52212465574747]}"
1202,0.4908,0.2572,0.9126,0.1368,DISCARDED (Static Vegetation / Low Amplitude),2.0,1.0,22.0,"{""type"":""Point"",""coordinates"":[82.78205562925419,28.529814622037563]}"
1203,0.4512,0.1204,0.8768,0.1234,DISCARDED (Failed Phenology),7.0,2.0,20.0,"{""type"":""Point"",""coordinates"":[82.09983047966594,28.506122491772956]}"
1204,0.4358,0.2339,0.7932,0.1044,DISCARDED (Failed Phenology),5.0,1.0,22.0,"{""type"":""Point"",""coordinates"":[82.40201961255283,28.514856041663737]}"
1205,0.3779,0.128,0.8828,0.1367,STABLE CROPLAND,1.0,1.0,22.0,"{""type"":""Point"",""coordinates"":[81.72678898445125,28.488348059757364]}"
1206,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[81.99033024746548,28.499451062249157]}"
1207,0.5077,0.2563,0.8828,0.108,DISCARDED (Static Vegetation / Low Amplitude),1.0,1.0,26.0,"{""type"":""Point"",""coordinates"":[82.67740741948722,28.522197153985587]}"
1208,0.4451,0.1785,0.8537,0.1031,DISCARDED (Failed Phenology),9.0,3.0,20.0,"{""type"":""Point"",""coordinates"":[82.33536543616995,28.51025355250403]}"
1209,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[81.21243111764262,28.46579668895321]}"
1210,0.5825,0.2904,0.888,0.0888,DISCARDED (Static Vegetation / Low Amplitude),4.0,1.0,24.0,"{""type"":""Point"",""coordinates"":[82.71385745650693,28.52095623986647]}"
1211,0.5447,0.3036,0.8864,0.1132,DISCARDED (Static Vegetation / Low Amplitude),3.0,1.0,22.0,"{""type"":""Point"",""coordinates"":[82.49769793095443,28.512421821565347]}"
1212,0.4872,0.1571,0.833,0.0878,STABLE CROPLAND,0.0,0.0,23.0,"{""type"":""Point"",""coordinates"":[83.65087205719053,28.544853520824837]}"
1213,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[81.14119539180918,28.458845193287374]}"
1214,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[81.08057671488697,28.455287193818243]}"
1215,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[81.24768864466009,28.461345513526055]}"
1216,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[80.9888409749622,28.45179129705971]}"
1217,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[81.27057384148033,28.463865062913328]}"
1218,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[81.30833309255496,28.50923872551628]}"
1219,0.3966,0.1669,0.7757,0.1,DISCARDED (Failed Phenology),8.0,2.0,19.0,"{""type"":""Point"",""coordinates"":[82.05822379687855,28.49106790029409]}"
1220,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[82.15870581816012,28.494513347263048]}"
1221,0.5686,0.2325,0.896,0.0816,DISCARDED (Failed Phenology),10.0,2.0,17.0,"{""type"":""Point"",""coordinates"":[82.23703853284265,28.496169005395764]}"
1222,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[81.3205997543544,28.460366183594296]}"
1223,0.5101,0.2729,0.7892,0.0742,DISCARDED (Static Vegetation / Low Amplitude),2.0,1.0,21.0,"{""type"":""Point"",""coordinates"":[81.64383742529954,28.473228443010665]}"
1224,0.4334,0.2595,0.7832,0.0909,DISCARDED (Static Vegetation / Low Amplitude),6.0,1.0,21.0,"{""type"":""Point"",""coordinates"":[82.57467106006247,28.50744032023966]}"
1225,0.5466,0.2715,0.9275,0.0861,DISCARDED (Static Vegetation / Low Amplitude),6.0,2.0,22.0,"{""type"":""Point"",""coordinates"":[82.44911723207562,28.50149644342077]}"
1226,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[81.1843233336661,28.452909801099114]}"
1227,0.474,0.1943,0.8069,0.0949,DISCARDED (Failed Phenology),5.0,1.0,22.0,"{""type"":""Point"",""coordinates"":[81.75528902988053,28.476037868685736]}"
1228,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[80.91976242054082,28.47467674344546]}"
1229,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[80.95982417042897,28.461432496441763]}"
1230,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[80.96910809256921,28.44140889810455]}"
1231,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[82.00747451571475,28.479796833495406]}"
1232,0.5748,0.2579,0.8657,0.0719,DISCARDED (Static Vegetation / Low Amplitude),0.0,0.0,24.0,"{""type"":""Point"",""coordinates"":[83.66106283241022,28.529083381361897]}"
1233,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[81.06814742798134,28.440009958036875]}"
1234,0.5571,0.2502,0.9079,0.0813,DISCARDED (Static Vegetation / Low Amplitude),6.0,3.0,22.0,"{""type"":""Point"",""coordinates"":[82.71240190589991,28.50174889487009]}"
1235,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[81.01770687330595,28.438115992708443]}"
1236,0.5154,0.2237,0.8344,0.0695,STABLE CROPLAND,2.0,1.0,29.0,"{""type"":""Point"",""coordinates"":[81.69677316986679,28.465246533176444]}"
1237,0.5164,0.2128,0.7996,0.0681,DISCARDED (Failed Phenology),11.0,3.0,14.0,"{""type"":""Point"",""coordinates"":[81.82676980930998,28.470548384647138]}"
1238,0.6032,0.3859,0.8697,0.0754,DISCARDED (Static Vegetation / Low Amplitude),1.0,1.0,22.0,"{""type"":""Point"",""coordinates"":[82.47087751726295,28.492326022589562]}"
1239,0.4539,0.159,0.7879,0.0506,STABLE CROPLAND,0.0,0.0,23.0,"{""type"":""Point"",""coordinates"":[83.34677568212943,28.518017702687803]}"
1240,0.467,0.1414,0.9107,0.1204,DISCARDED (Failed Phenology),7.0,2.0,20.0,"{""type"":""Point"",""coordinates"":[81.77324963183953,28.464151326239747]}"
1241,0.454,0.1614,0.8485,0.094,DISCARDED (Failed Phenology),6.0,2.0,18.0,"{""type"":""Point"",""coordinates"":[81.80135058623698,28.466549957963203]}"
1242,0.5523,0.2038,0.8822,0.0672,DISCARDED (Failed Phenology),5.0,2.0,24.0,"{""type"":""Point"",""coordinates"":[83.29103657825756,28.51278634781715]}"
1243,0.5151,0.2408,0.9188,0.1001,DISCARDED (Failed Phenology),7.0,1.0,20.0,"{""type"":""Point"",""coordinates"":[82.40624832248368,28.484866128478547]}"
1244,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[81.27874759839045,28.439294064183105]}"
1245,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[81.92667233101152,28.46441378099018]}"
1246,0.541,0.2961,0.9036,0.1009,DISCARDED (Static Vegetation / Low Amplitude),6.0,2.0,22.0,"{""type"":""Point"",""coordinates"":[82.49544955077052,28.48338381305076]}"
1247,0.4539,0.1708,0.8452,0.0859,DISCARDED (Failed Phenology),9.0,3.0,18.0,"{""type"":""Point"",""coordinates"":[82.13226277104242,28.470612857451595]}"
1248,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[81.95946234173219,28.463377969008445]}"
1249,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[81.08859667808763,28.432324975257284]}"
1250,0.4488,0.1958,0.9068,0.1379,DISCARDED (Failed Phenology),4.0,1.0,22.0,"{""type"":""Point"",""coordinates"":[82.215468570317,28.471957885918293]}"
1251,0.478,0.1922,0.8579,0.078,STABLE CROPLAND,0.0,0.0,23.0,"{""type"":""Point"",""coordinates"":[83.32567686447929,28.507753773838875]}"
1252,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[81.33347308266447,28.443744957883453]}"
1253,0.467,0.1809,0.7924,0.0672,DISCARDED (Failed Phenology),5.0,1.0,25.0,"{""type"":""Point"",""coordinates"":[81.66344863066044,28.449563832178903]}"
1254,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[81.0370652272828,28.648972912860163]}"
1255,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[81.00507342332764,28.53378762421713]}"
1256,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[81.10498833702434,28.594550704303693]}"
1257,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[81.0035907519794,28.487110468592945]}"
1258,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[81.02200669459077,28.629253553835937]}"
1259,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[81.09679679256925,28.568651424233945]}"
1260,0.3829,0.1236,0.8028,0.0785,STABLE CROPLAND,3.0,1.0,28.0,"{""type"":""Point"",""coordinates"":[81.03527914643702,28.53986678906145]}"
1261,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[81.06949043973398,28.51039251472341]}"
1262,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[81.07150708496354,28.561929354675815]}"
1263,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[81.02980280696472,28.591366542037058]}"
1264,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[81.0995579842409,28.484868670869805]}"
1265,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[81.04667133151045,28.450358170252354]}"
1266,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[81.04561636506031,28.628107629059123]}"
1267,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[81.01782715737419,28.511184449867848]}"
1268,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[81.03750089463692,28.504828465123154]}"
1269,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[81.10219397328655,28.63058594884779]}"
1270,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[81.05616694504236,28.52560538947215]}"
1271,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[81.0714742394199,28.614028736851417]}"
1272,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[80.97608051666128,28.510427928612355]}"
1273,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[80.96397132409903,28.48779884914516]}"
1274,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[81.0505949468359,28.607142258420303]}"
1275,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[81.05336866195627,28.675152424521922]}"
1276,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[81.04215546761348,28.423605379893434]}"
1277,0.3819,0.117,0.839,0.0878,STABLE CROPLAND,2.0,1.0,29.0,"{""type"":""Point"",""coordinates"":[81.04948085518706,28.574190240265306]}"
1278,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[81.01945495205811,28.462473051802547]}"
1279,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[81.11435684573813,28.668015835017787]}"
1280,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[81.0964534183347,28.65588133382445]}"
1281,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[81.12747857568309,28.60372823251631]}"
1282,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[81.11017306791473,28.505274520192444]}"
1283,0.3801,0.1346,0.7805,0.0847,DISCARDED (Failed Phenology),6.0,1.0,22.0,"{""type"":""Point"",""coordinates"":[81.14696656731262,28.645088680086502]}"
1284,0.3613,0.0963,0.7776,0.089,STABLE CROPLAND,2.0,1.0,26.0,"{""type"":""Point"",""coordinates"":[81.08271984042771,28.581863478383433]}"
1285,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[81.0868350136958,28.538099853316087]}"
1286,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[81.01882728461709,28.566270689289357]}"
1287,0.4396,0.1784,0.8049,0.0728,DISCARDED (Failed Phenology),7.0,3.0,23.0,"{""type"":""Point"",""coordinates"":[81.12868930647701,28.548764091485687]}"
1288,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[80.98681656345583,28.47301447684245]}"
1289,0.4107,0.1464,0.7762,0.0803,DISCARDED (Failed Phenology),7.0,2.0,20.0,"{""type"":""Point"",""coordinates"":[81.07336202527355,28.682528137277306]}"
1290,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[81.06482251449691,28.542148761977717]}"
1291,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[80.99705931873905,28.504716943163803]}"
1292,0.4392,0.1876,0.796,0.0983,DISCARDED (Failed Phenology),4.0,1.0,21.0,"{""type"":""Point"",""coordinates"":[81.18826668774933,28.573739313686506]}"
1293,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[81.07918233035903,28.48798274878776]}"
1294,,,,,DISCARDED (Insufficient Samples),,,,"{""type"":""Point"",""coordinates"":[81.0774775945152,28.663198889520274]}"
1295,0.3892,0.1632,0.695,0.09,DISCARDED (Static Vegetation / Low Amplitude),6.0,1.0,23.0,"{""type"":""Point"",""coordinates"":[81.04348703598477,28.55667303374675]}"
